CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Capital_Social;Tipo_Capital;Data_Autorizacao_Aprovacao;Valor_Capital;Prazo_Integralizacao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;314103;Capital Subscrito;2019-06-18;665429263.87;-;153470799;153470799;306941598
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;314104;Capital Emitido;2022-03-07;665429263.87;-;153470799;153470799;306941598
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;314105;Capital Integralizado;2022-03-07;665429263.87;;153470799;153470799;306941598
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;314962;Capital Emitido;2023-01-30;594164902.56;;53857284;0;53857284
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;314963;Capital Subscrito;2023-01-30;594164902.56;;53857284;0;0
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;314964;Capital Integralizado;2023-01-30;538572.84;;53857284;0;53857284
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;314965;Capital Autorizado;2023-01-30;800000000.00;;0;0;0
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;313377;Capital Emitido;2020-09-15;2756687167.02;n/a;3000000000;0;3000000000
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;313378;Capital Subscrito;2020-09-15;2756687167.02;n/a;3000000000;0;3000000000
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;313379;Capital Integralizado;2020-09-15;2756687167.02;;3000000000;0;3000000000
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;313652;Capital Integralizado;2015-09-04;882235698.00;;13912800;16723657;30636457
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;313653;Capital Integralizado;2013-03-08;882235698.00;;55652300;67016428;122668728
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;313654;Capital Integralizado;2013-02-20;882235698.00;;68020475;73143333;141163808
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;311285;Capital Emitido;2022-10-25;482401510.01;N/A;1344720453;0;1344720453
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;311286;Capital Subscrito;2022-10-25;482401510.01;N/A;1344720453;0;1344720453
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;311287;Capital Integralizado;2022-10-25;482401510.01;N/A;1344720453;0;1344720453
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;311288;Capital Autorizado;2022-10-25;5300000000.00;N/A;1590000000;0;1590000000
23.096.269/0001-19;2023-12-31;6;135705;RIO PARANA ENERGIA S.A.;311890;Capital Emitido;2016-12-27;6649017000.00;;7014326211;0;7014326211
23.096.269/0001-19;2023-12-31;6;135705;RIO PARANA ENERGIA S.A.;311891;Capital Subscrito;2016-12-27;6649017000.00;;7014326211;0;7014326211
23.096.269/0001-19;2023-12-31;6;135705;RIO PARANA ENERGIA S.A.;311892;Capital Integralizado;2016-12-27;6649017000.00;;7014326211;0;7014326211
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;311972;Capital Emitido;2020-12-31;269171695.44;N.A.;56025501;0;56025501
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;311973;Capital Subscrito;2020-12-31;269171695.44;;56025501;0;56025501
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;311974;Capital Integralizado;2020-12-31;269171695.44;;56025501;0;56025501
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;311975;Capital Autorizado;2020-08-05;3000000000.00;;0;0;0
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;312952;Capital Emitido;2023-06-29;2142576124.79;;1104324569;0;1104324569
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;312953;Capital Subscrito;2023-06-29;2142576124.79;;1104324569;0;1104324569
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;312954;Capital Integralizado;2023-06-29;2142576124.79;;1104324569;0;1104324569
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;312955;Capital Autorizado;2021-08-13;0.00;;4000000000;0;4000000000
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;307168;Capital Emitido;2023-04-24;420419194.95;;216688443;0;216688443
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;307169;Capital Subscrito;2023-04-24;420419194.95;;216688443;0;216688443
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;307170;Capital Integralizado;2023-04-24;420419194.95;;216688443;0;216688443
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;307171;Capital Autorizado;2020-08-13;2000000000.00;;0;0;0
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;313384;Capital Emitido;2022-03-25;175228042.27;;204256000;0;204256000
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;313385;Capital Subscrito;2022-03-25;175228042.27;;204256000;0;204256000
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;313386;Capital Integralizado;2022-03-25;175228042.27;;204256000;0;204256000
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;313387;Capital Autorizado;2023-08-17;824771957.73;;0;0;0
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;313791;Capital Autorizado;2022-05-30;0.00;;1250000000;0;1250000000
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;313792;Capital Emitido;2020-09-30;4008806292.77;-;2646299065;0;2646299065
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;313793;Capital Subscrito;2020-09-30;4008806292.77;-;2646299065;0;2646299065
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;313794;Capital Integralizado;2020-09-30;4008806292.77;;2646299065;0;2646299065
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;300501;Capital Emitido;2022-12-31;1710970.24;;48603441210;0;48603441210
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;300502;Capital Subscrito;2022-12-31;438685.60;;4694787854;0;4694787854
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;300503;Capital Integralizado;2022-12-31;438685.60;;4694787854;0;4694787854
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;300504;Capital Autorizado;2022-12-31;1272284.64;;43908653356;0;43908653356
24.624.490/0001-65;2023-12-31;3;131336;ARGO TRANSMISSÃO DE ENERGIA S/A;304014;Capital Emitido;2018-03-01;500000000.00;ate 31 de dezembro de 2018;500000000;0;500000000
24.624.490/0001-65;2023-12-31;3;131336;ARGO TRANSMISSÃO DE ENERGIA S/A;304015;Capital Subscrito;2018-03-01;500000000.00;ate 31 de dezembro de 2018;500000000;0;500000000
24.624.490/0001-65;2023-12-31;3;131336;ARGO TRANSMISSÃO DE ENERGIA S/A;304016;Capital Integralizado;2018-03-01;499811000.00;;499811000;0;499811000
24.624.490/0001-65;2023-12-31;3;131336;ARGO TRANSMISSÃO DE ENERGIA S/A;304017;Capital Autorizado;2017-07-21;2000000000.00;;0;0;0
24.624.551/0001-94;2023-12-31;5;138907;ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A;317553;Capital Integralizado;2022-11-22;2685691095.01;;1759419386;0;1759419386
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;305265;Capital Emitido;2022-10-14;67553085.15;N/A;81815600;0;81815600
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;305266;Capital Subscrito;2022-10-14;67553085.15;N/A;81815600;0;81815600
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;305267;Capital Integralizado;2022-10-14;67553085.15;N/A;81815600;0;81815600
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;305268;Capital Autorizado;2021-09-01;0.00;N/A;40000000;0;40000000
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;311408;Capital Emitido;2023-07-19;41769007.57;;1107698070;81714293;1189412363
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;311409;Capital Subscrito;2023-07-19;41769007.57;;1107698070;81714293;1189412363
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;311410;Capital Integralizado;2023-07-19;41769007.57;;1107698070;81714293;1189412363
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;311411;Capital Autorizado;2023-07-19;0.00;;690816080;1000000000;1690816080
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;314714;Capital Emitido;2024-03-21;8195700861.20;Não aplicável;2209346079;0;2209346079
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;314715;Capital Subscrito;2024-03-21;8195700861.20;Não aplicável;2209346079;0;2209346079
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;314716;Capital Integralizado;2024-03-21;8195700861.20;Não aplicável;2209346079;0;2209346079
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;314717;Capital Autorizado;2020-08-13;0.00;;600000000;0;600000000
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;312867;Capital Emitido;2024-04-30;279700419.59;Integralizado;7341231;5;7341236
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;312868;Capital Integralizado;2024-04-30;279700419.59;Integralizado;7341231;5;7341236
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;312869;Capital Subscrito;2024-04-30;279700419.59;Integralizado;7341231;5;7341236
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;309666;Capital Autorizado;2021-02-17;2000000000.00;;0;0;0
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;309667;Capital Integralizado;2023-09-20;586973711.59;;129351918;42796005;172147923
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;309668;Capital Subscrito;2023-09-20;586973711.59;;129351918;42796005;172147923
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;309669;Capital Emitido;2023-09-20;586973711.59;;129351918;42796005;172147923
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;314327;Capital Emitido;2022-03-18;3657793097.58;;363029262;0;363029262
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;314328;Capital Subscrito;2022-03-18;3657793097.58;;363029262;0;363029262
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;314329;Capital Integralizado;2022-03-18;3657793097.58;;363029262;0;363029262
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;314330;Capital Autorizado;2021-08-06;0.00;;83012117;0;83012117
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;312846;Capital Emitido;2022-02-21;73626424.95;N/A;593360000;0;593360000
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;312847;Capital Subscrito;2022-02-21;73626424.95;N/A;593360000;0;593360000
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;312848;Capital Integralizado;2022-02-21;73582388.08;N/A;587393000;0;587393000
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;312849;Capital Autorizado;2022-02-21;0.00;N/A;300000000;0;300000000
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;314738;Capital Emitido;2022-09-29;623439953.10;N/A;280147138;0;280147138
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;314739;Capital Subscrito;2022-09-29;623439953.10;N/A;280147138;0;280147138
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;314740;Capital Integralizado;2022-09-29;623439953.10;N/A;280147138;0;280147138
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;314741;Capital Autorizado;2021-08-31;0.00;N/A;600000000;0;600000000
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;312874;Capital Emitido;2020-08-31;1133580652.00;31/08/2020;199534352;0;199534352
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;312875;Capital Subscrito;2020-08-31;1133580652.00;31/08/2020;199534352;0;199534352
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;312876;Capital Integralizado;2020-08-31;1133580652.00;31/08/2020;199534352;0;199534352
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;312877;Capital Autorizado;2020-06-19;0.00;;1500000000;0;1500000000
26.609.050/0001-64;2023-12-31;1;127905;TRAVESSIA SECURITIZADORA S.A.;295386;Capital Integralizado;2020-06-09;187677.00;;187677;0;187677
26.609.050/0001-64;2023-12-31;1;127905;TRAVESSIA SECURITIZADORA S.A.;295387;Capital Integralizado;2016-12-07;50000.00;;50000;0;50000
26.609.050/0001-64;2023-12-31;1;127905;TRAVESSIA SECURITIZADORA S.A.;295388;Capital Emitido;2016-10-27;50000.00;;50000;0;50000
26.609.050/0001-64;2023-12-31;1;127905;TRAVESSIA SECURITIZADORA S.A.;295389;Capital Subscrito;2016-10-27;50000.00;;50000;0;50000
26.609.050/0001-64;2023-12-31;1;127905;TRAVESSIA SECURITIZADORA S.A.;295390;Capital Autorizado;2016-10-27;5000000.00;;0;0;0
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;315098;Capital Emitido;2022-10-26;1483830682.19;Totalmente integralizado;361423066;0;361423066
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;315099;Capital Subscrito;2022-10-26;1483830682.19;Totalmente integralizado;361423066;0;361423066
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;315100;Capital Integralizado;2022-10-26;1483830682.19;Totalmente integralizado;361423066;0;361423066
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;315101;Capital Autorizado;2021-01-28;0.00;;54608594;0;54608594
26.664.057/0001-89;2023-12-31;4;129153;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;299924;Capital Emitido;2018-03-08;580628065.00;-;580628065;0;580628065
26.664.057/0001-89;2023-12-31;4;129153;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;299925;Capital Subscrito;2018-03-08;580628065.00;-;580628065;0;580628065
26.664.057/0001-89;2023-12-31;4;129153;ENTREVIAS CONCESSIONÁRIA DE RODOVIAS S.A.;299926;Capital Integralizado;2018-03-08;580628065.00;;580628065;0;580628065
26.845.702/0001-60;2023-12-31;2;131453;EQUATORIAL TRANSMISSORA 7 SPE S.A.;304474;Capital Integralizado;2020-08-11;105857116.49;;105857116;0;105857116
26.845.702/0001-60;2023-12-31;2;131453;EQUATORIAL TRANSMISSORA 7 SPE S.A.;304475;Capital Integralizado;2018-01-23;69454927.48;;69454927;0;69454927
26.845.702/0001-60;2023-12-31;2;131453;EQUATORIAL TRANSMISSORA 7 SPE S.A.;304476;Capital Emitido;2017-10-18;98021217.00;;98021217;0;98021217
26.845.702/0001-60;2023-12-31;2;131453;EQUATORIAL TRANSMISSORA 7 SPE S.A.;304477;Capital Subscrito;2017-10-18;98021217.00;31/12/2022;98021217;0;98021217
26.982.634/0001-80;2023-12-31;2;131326;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;303982;Capital Emitido;2022-12-29;34071547.00;;12520;6448;18968
26.982.634/0001-80;2023-12-31;2;131326;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;303983;Capital Subscrito;2022-12-29;34071547.00;;12520;6448;18968
26.982.634/0001-80;2023-12-31;2;131326;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;303984;Capital Integralizado;2022-12-29;34071547.00;;12520;6448;18968
26.982.634/0001-80;2023-12-31;2;131326;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;303985;Capital Autorizado;2022-12-14;200000000.00;;0;0;0
26.982.634/0001-80;2023-12-31;2;131326;TURBI COMPARTILHAMENTO DE VEÍCULOS S.A.;303986;Capital Emitido;2022-06-24;25000000.00;12/07/2026;0;0;0
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;317652;Capital Subscrito;2022-08-22;1091560302.39;;246308856;0;246308856
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;317653;Capital Integralizado;2022-08-22;1091560302.39;;246308856;0;246308856
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;317654;Capital Autorizado;2022-04-29;0.00;;275000000;0;275000000
27.137.879/0001-74;2023-12-31;1;128018;CIA SEC CRED FIN CARTÕES CONSIG BMG;295669;Capital Emitido;2017-02-03;10000.00;24 meses;10000;0;10000
27.137.879/0001-74;2023-12-31;1;128018;CIA SEC CRED FIN CARTÕES CONSIG BMG;295670;Capital Subscrito;2017-02-03;10000.00;24 meses;10000;0;10000
27.137.879/0001-74;2023-12-31;1;128018;CIA SEC CRED FIN CARTÕES CONSIG BMG;295671;Capital Integralizado;2017-02-03;1002.00;;1002;0;1002
27.157.474/0001-06;2023-12-31;2;132908;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;306143;Capital Integralizado;2017-02-21;12987872.50;;86579150;0;86579150
27.157.474/0001-06;2023-12-31;2;132908;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;306144;Capital Emitido;2018-06-22;86579150.00;;86579150;0;86579150
27.157.474/0001-06;2023-12-31;2;132908;ÁGUAS DE TERESINA SANEAMENTO SPE S.A.;306145;Capital Subscrito;2017-02-21;86579150.00;;86579150;0;86579150
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;305790;Capital Emitido;2020-11-06;15000000.00;0;15000000;0;15000000
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;305791;Capital Subscrito;2020-11-06;15000000.00;0;15000000;0;15000000
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;305792;Capital Integralizado;2020-11-06;15000000.00;0;15000000;0;15000000
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;305793;Capital Autorizado;2023-09-11;0.00;;4500000;0;4500000
27.956.690/0001-03;2023-12-31;1;128177;AUZZA SECURITIZADORA S. A.;296206;Capital Integralizado;2020-12-31;35283.50;;35283;0;35283
27.956.690/0001-03;2023-12-31;1;128177;AUZZA SECURITIZADORA S. A.;296207;Capital Subscrito;2020-06-01;501666.00;4 meses;501666;0;501666
27.956.690/0001-03;2023-12-31;1;128177;AUZZA SECURITIZADORA S. A.;296208;Capital Integralizado;2020-06-01;466382.50;;466382;0;466382
27.956.690/0001-03;2023-12-31;1;128177;AUZZA SECURITIZADORA S. A.;296209;Capital Integralizado;2018-03-27;30000.00;;30000;0;30000
27.956.690/0001-03;2023-12-31;1;128177;AUZZA SECURITIZADORA S. A.;296210;Capital Integralizado;2018-02-08;10000.00;;10000;0;10000
27.956.690/0001-03;2023-12-31;1;128177;AUZZA SECURITIZADORA S. A.;296211;Capital Integralizado;2017-12-31;60000.00;;60000;0;60000
27.956.690/0001-03;2023-12-31;1;128177;AUZZA SECURITIZADORA S. A.;296212;Capital Emitido;2017-04-07;100000.00;1 ano;100000;0;100000
27.956.690/0001-03;2023-12-31;1;128177;AUZZA SECURITIZADORA S. A.;296213;Capital Subscrito;2017-04-07;100000.00;1 ano;100000;0;100000
27.967.244/0001-02;2023-12-31;2;131454;EQUATORIAL TRANSMISSORA 8 SPE S.A.;304469;Capital Integralizado;2020-08-11;171170600.64;;171170600;0;171170600
27.967.244/0001-02;2023-12-31;2;131454;EQUATORIAL TRANSMISSORA 8 SPE S.A.;304470;Capital Integralizado;2018-12-31;126969692.61;;126969692;0;126969692
27.967.244/0001-02;2023-12-31;2;131454;EQUATORIAL TRANSMISSORA 8 SPE S.A.;304471;Capital Emitido;2017-10-18;164628205.00;N/A;164628205;0;164628205
27.967.244/0001-02;2023-12-31;2;131454;EQUATORIAL TRANSMISSORA 8 SPE S.A.;304472;Capital Subscrito;2017-10-18;164628205.00;31 de dezembro de 2022;164628205;0;164628205
27.967.244/0001-02;2023-12-31;2;131454;EQUATORIAL TRANSMISSORA 8 SPE S.A.;304473;Capital Autorizado;2017-09-20;330000000.00;;0;0;0
28.019.100/0001-89;2023-12-31;3;131243;VIAPAULISTA S.A.;303703;Capital Autorizado;2020-12-10;1348385843.00;;1397784793;0;1397784793
28.019.100/0001-89;2023-12-31;3;131243;VIAPAULISTA S.A.;303704;Capital Integralizado;2020-01-24;1409085843.00;;1397784793;0;1397784793
28.019.100/0001-89;2023-12-31;3;131243;VIAPAULISTA S.A.;303705;Capital Integralizado;2018-07-10;1348385843.00;;1338852754;0;1338852754
28.019.100/0001-89;2023-12-31;3;131243;VIAPAULISTA S.A.;303706;Capital Autorizado;2017-05-08;54762309.20;;0;0;0
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;313535;Capital Emitido;2021-11-12;1600000000.00;;231065600;84847260;315912860
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;313536;Capital Subscrito;2021-11-12;1600000000.00;;231065600;84847260;315912860
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;313537;Capital Integralizado;2021-11-12;1600000000.00;;231065600;84847260;315912860
28.152.650/0001-71;2023-12-31;3;134201;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;309617;Capital Subscrito;2015-12-29;650572403.40;;5876012;0;5876012
28.152.650/0001-71;2023-12-31;3;134201;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;309618;Capital Integralizado;2015-12-29;650572403.40;;5876012;0;5876012
28.152.650/0001-71;2023-12-31;3;134201;EDP ESPIRITO SANTO DISTRIBUIÇÃO DE ENERGIA S.A.;309619;Capital Emitido;2015-12-29;650572403.40;;5876012;0;5876012
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;314193;Capital Emitido;2023-12-13;4472130580.21;;119010510;117925586;236936096
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;314194;Capital Subscrito;2023-12-13;4472130580.21;;119010510;117925586;236936096
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;314195;Capital Integralizado;2023-12-13;4472130580.21;;119010510;117925586;236936096
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;314196;Capital Autorizado;2023-06-26;1527869419.79;;0;0;0
28.201.130/0001-01;2023-12-31;6;137078;ENERGISA TRANSMISSÃO DE ENERGIA S/A;314030;Capital Emitido;2024-04-25;1792196544.00;A vista;1792196544;0;1792196544
28.201.130/0001-01;2023-12-31;6;137078;ENERGISA TRANSMISSÃO DE ENERGIA S/A;314031;Capital Subscrito;2024-04-25;1792196544.00;A vista;1792196544;0;1792196544
28.201.130/0001-01;2023-12-31;6;137078;ENERGISA TRANSMISSÃO DE ENERGIA S/A;314032;Capital Integralizado;2024-04-25;1792196544.00;A vista;1792196544;0;1792196544
28.201.130/0001-01;2023-12-31;6;137078;ENERGISA TRANSMISSÃO DE ENERGIA S/A;314033;Capital Autorizado;2018-07-18;0.00;;100000000;0;100000000
28.594.234/0001-23;2023-12-31;9;137267;AUREN ENERGIA S.A.;314262;Capital Emitido;2022-02-15;5940136584.99;;1000000000;0;1000000000
28.594.234/0001-23;2023-12-31;9;137267;AUREN ENERGIA S.A.;314263;Capital Subscrito;2022-02-15;5940136584.99;;1000000000;0;1000000000
28.594.234/0001-23;2023-12-31;9;137267;AUREN ENERGIA S.A.;314264;Capital Integralizado;2022-02-15;5940136584.99;;1000000000;0;1000000000
28.594.234/0001-23;2023-12-31;9;137267;AUREN ENERGIA S.A.;314265;Capital Autorizado;2021-12-06;0.00;;1199009934;0;1199009934
28.925.264/0001-75;2023-12-31;5;131861;COMPANHIA ENERGÉTICA JAGUARA;305179;Capital Emitido;2018-01-10;854408805.00;Não aplicável.;854408805;0;854408805
28.925.264/0001-75;2023-12-31;5;131861;COMPANHIA ENERGÉTICA JAGUARA;305180;Capital Subscrito;2018-01-10;854408805.00;Não aplicável.;854408805;0;854408805
28.925.264/0001-75;2023-12-31;5;131861;COMPANHIA ENERGÉTICA JAGUARA;305181;Capital Integralizado;2018-01-10;854408805.00;Não aplicável.;854408805;0;854408805
28.925.264/0001-75;2023-12-31;5;131861;COMPANHIA ENERGÉTICA JAGUARA;305182;Capital Autorizado;2018-01-10;1145591195.00;Não aplicável.;0;0;0
28.942.127/0001-49;2023-12-31;4;131865;COMPANHIA ENERGÉTICA MIRANDA;305183;Capital Emitido;2018-01-10;582663140.00;;582663140;0;582663140
28.942.127/0001-49;2023-12-31;4;131865;COMPANHIA ENERGÉTICA MIRANDA;305184;Capital Subscrito;2018-01-10;582663140.00;;582663140;0;582663140
28.942.127/0001-49;2023-12-31;4;131865;COMPANHIA ENERGÉTICA MIRANDA;305185;Capital Integralizado;2018-01-10;582663140.00;;582663140;0;582663140
28.942.127/0001-49;2023-12-31;4;131865;COMPANHIA ENERGÉTICA MIRANDA;305186;Capital Autorizado;2018-01-10;1417336860.00;;0;0;0
