CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Bonus_Valor_Minimo;Bonus_Valor_Maximo;Bonus_Valor_Metas_Atingidas;Bonus_Valor_Efetivo;Participacao_Valor_Minimo;Participacao_Valor_Maximo;Participacao_Valor_Metas_Atingidas;Participacao_Valor_Efetivo
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;2020-01-01;2020-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;2020-01-01;2020-12-31;Conselho Fiscal;1.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.00;24014694.00;19224142.12;0.00;0.00;12344089.99;5486262.22;0.00
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.33;4.33;0.00;19359930.67;19132913.11;18009360.36;0.00;9408341.79;4181485.24;6533820.88
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;3.33;0.00;21197902.70;997607.20;1170324.00;0.00;13130123.69;5835610.53;8679092.40
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;2020-01-01;2020-12-31;Conselho de Administração;2.00;0.33;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;0.75;0.75;0.00;1153217.04;1153217.04;714995.00;0.00;1015657.50;1015657.50;1015657.50
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;2023-01-01;2023-12-31;Conselho de Administração;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;4.00;59400.00;148500.00;0.00;0.00;0.00;0.00;0.00;0.00
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;177731.00;444327.00;0.00;0.00;213403.00;533683.00;0.00;0.00
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;6.00;252120.00;384120.00;0.00;0.00;0.00;0.00;0.00;0.00
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;400000.00;600000.00;0.00;0.00;727217.00;1107959.00;0.00;0.00
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;2022-01-01;2022-12-31;Conselho Fiscal;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;2.00;2667.18;406361.00;0.00;0.00;0.00;0.00;0.00;0.00
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;0.00;0.00;0.00;0.00;0.00;769323.00;1172110.00;0.00;0.00
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.70;4.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;493548.08;1061743.13;1061743.13;1012221.79
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Conselho Fiscal;5.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;3.10;0.00;0.00;0.00;0.00;254887.26;768906.51;768906.51;731310.39
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho Fiscal;5.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;5.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;3.52;0.00;0.00;0.00;0.00;608045.02;1216090.04;1216090.04;1191668.28
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;5.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;7.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0.00;0.00;0.00;0.00;793591.26;1587182.53;1587182.53;1523018.68
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;5.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;11.00;11.00;9573015.57;19146031.14;19146031.14;0.00;0.00;0.00;0.00;0.00
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;10.42;10.42;7533634.35;19056732.40;19056732.40;17051548.70;0.00;0.00;0.00;0.00
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;11.17;11.17;8463062.52;21403621.74;21403621.74;17585475.82;0.00;0.00;0.00;0.00
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;10.92;10.92;8010307.54;20248914.33;20248914.33;10059358.08;0.00;0.00;0.00;0.00
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;2020-01-01;2020-12-31;Conselho de Administração;2.10;0.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;7.70;7.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;100000.00;258750.00;1199650.00;0.00;0.00;0.00;0.00;0.00
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;4.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.50;7.50;56833.70;400000.00;1375172.88;0.00;0.00;0.00;0.00;0.00
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;8.00;8.00;123110.40;444320.00;2000000.00;0.00;0.00;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0.00;0.00;0.00;0.00;0.00;4457466.89;3183904.92;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;0.00;0.00;0.00;0.00;0.00;4174611.71;2981865.51;3337705.20
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.67;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;0.00;0.00;0.00;0.00;0.00;5097787.00;4210365.00;2719507.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;6.25;6.25;0.00;0.00;0.00;0.00;0.00;4159627.00;2495876.00;2099195.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;9.00;315000.00;1100000.00;1100000.00;0.00;0.00;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;2500000.00;4000000.00;4000000.00;6457000.00;0.00;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;2.00;0.00;0.00;0.00;3512268.23;0.00;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;2.00;4000000.00;5000000.00;5000000.00;633962.00;0.00;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;0.00;0.00;0.00;0.00;5160094.24;6016464.48;5588279.36;0.00
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.08;5.08;0.00;0.00;0.00;0.00;4510567.94;5127665.69;4819116.82;5143847.12
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.83;5.83;0.00;0.00;0.00;0.00;4556864.45;5304281.56;4930573.01;4498185.55
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.50;5.50;0.00;0.00;0.00;0.00;3878405.06;4352521.34;4115463.20;3826067.30
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;14.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;2624069.00;12689631.00;12689631.00;0.00;1546203.00;2783166.00;1630498.00;0.00
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;14.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;2264100.00;10075380.00;9442862.00;2998262.00;1323230.00;2381814.00;1635559.00;1564416.00
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;14.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;1855531.00;3339957.00;3339957.00;2650975.00;1027440.00;1849392.00;1849392.00;1375583.00
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Conselho de Administração;14.00;4.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;1792840.00;9227112.00;9227112.00;6889940.00;978540.00;1761373.00;1761373.00;1181529.00
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.25;2.25;0.00;1127076.78;1127076.78;1298257.27;0.00;0.00;0.00;0.00
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0.00;1099587.00;1099587.00;1099587.00;0.00;0.00;0.00;0.00
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;2.00;0.00;659752.00;659752.00;659752.00;0.00;0.00;0.00;0.00
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;0.00;626132.75;641904.46;352651.87;0.00;3727177.81;2472963.72;277470.24
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;2021-01-01;2021-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0.00;766185.77;708746.94;451287.41;0.00;4495488.41;1601855.14;2415211.60
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;4.83;0.00;1421428.24;1204352.16;2758455.97;0.00;5300460.11;2355760.05;4027962.39
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.00;1258901.37;1014115.54;0.00;0.00;6196622.04;2754054.24;0.00
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;6527740.00;10570236.62;10570236.62;10570236.62;0.00;0.00;0.00;0.00
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;1.00;0.00;1800000.00;1800000.00;1800000.00;0.00;0.00;0.00;0.00
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;4.00;0.00;0.00;0.00;2068965.54;0.00;0.00;0.00;0.00
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.00;2.00;0.00;6989770.29;0.00;0.00;0.00;0.00;0.00;0.00
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;0.00;2670633.76;0.00;0.00;0.00;0.00;0.00;0.00
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;20958.33;62875.00;41916.67;0.00;0.00;0.00;0.00;0.00
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;3.00;4870085.69;11186895.17;9740171.38;0.00;0.00;0.00;0.00;0.00
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;18694999.74;45594909.77;37389999.47;0.00;0.00;0.00;0.00;0.00
