CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Posicao;Quantidade_Amarelo;Quantidade_Branco;Quantidade_Preto;Quantidade_Pardo;Quantidade_Indigena;Quantidade_Outros;Quantidade_Sem_Resposta
12.300.288/0001-07;2023-12-31;8;136892;NORTE ENERGIA S.A.;Liderança;0;10;0;8;0;0;0
12.300.288/0001-07;2023-12-31;8;136892;NORTE ENERGIA S.A.;Não-liderança;4;89;29;65;1;0;163
12.420.164/0001-57;2023-12-31;15;137746;CM HOSPITALAR S.A;Liderança;3;441;21;69;2;51;0
12.420.164/0001-57;2023-12-31;15;137746;CM HOSPITALAR S.A;Não-liderança;27;3527;312;1218;8;318;0
12.528.708/0001-07;2023-12-31;11;135653;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;Liderança;3;87;11;207;1;0;20
12.528.708/0001-07;2023-12-31;11;135653;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;Não-liderança;81;792;392;4394;144;0;168
12.648.266/0001-24;2023-12-31;14;138892;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Liderança;38;1210;251;633;4;32;0
12.648.266/0001-24;2023-12-31;14;138892;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Não-liderança;204;6486;1343;3394;22;168;0
12.648.327/0001-53;2023-12-31;21;137833;HIDROVIAS DO BRASIL S.A.;Liderança;0;55;0;9;0;0;0
12.648.327/0001-53;2023-12-31;21;137833;HIDROVIAS DO BRASIL S.A.;Não-liderança;3;69;7;31;0;0;0
13.009.717/0001-46;2023-12-31;9;135893;BCO ESTADO DE SERGIPE S.A. - BANESE;Liderança;2;76;12;268;0;0;4
13.009.717/0001-46;2023-12-31;9;135893;BCO ESTADO DE SERGIPE S.A. - BANESE;Não-liderança;4;158;26;298;0;0;2
13.217.485/0001-11;2023-12-31;8;137191;GRUPO SBF S.A.;Liderança;44;815;118;328;2;0;168
13.217.485/0001-11;2023-12-31;8;137191;GRUPO SBF S.A.;Não-liderança;162;3273;1164;2840;46;0;822
13.270.520/0001-66;2023-12-31;13;137760;KORA SAÚDE PARTICIPAÇÕES S.A.;Liderança;7;119;5;232;0;1;13
13.270.520/0001-66;2023-12-31;13;137760;KORA SAÚDE PARTICIPAÇÕES S.A.;Não-liderança;132;1521;325;6911;0;60;692
13.444.994/0001-87;2023-12-31;2;128486;MLOG S.A.;Liderança;1;47;0;75;3;0;0
13.444.994/0001-87;2023-12-31;2;128486;MLOG S.A.;Não-liderança;0;32;5;256;1;0;0
13.522.948/0001-59;2023-12-31;4;136618;SAFIRA HOLDING S.A.;Liderança;1;15;0;0;0;0;0
13.522.948/0001-59;2023-12-31;4;136618;SAFIRA HOLDING S.A.;Não-liderança;2;62;7;19;0;0;3
13.574.594/0001-96;2023-12-31;16;136609;ZAMP SA;Liderança;2;174;15;121;0;0;13
13.574.594/0001-96;2023-12-31;16;136609;ZAMP SA;Não-liderança;241;4155;2604;8766;75;0;358
13.584.310/0001-42;2023-12-31;3;129865;SUGOI S.A.;Liderança;0;0;0;0;0;0;10
13.584.310/0001-42;2023-12-31;3;129865;SUGOI S.A.;Não-liderança;0;0;0;0;0;0;96
13.783.221/0004-78;2023-12-31;3;134131;MADERO INDÚSTRIA E COMÉRCIO S.A.;Liderança;0;0;0;0;0;0;1684
13.783.221/0004-78;2023-12-31;3;134131;MADERO INDÚSTRIA E COMÉRCIO S.A.;Não-liderança;0;0;0;0;0;0;5765
14.110.585/0001-07;2023-12-31;15;137804;MÉLIUZ S.A.;Liderança;2;75;3;22;0;0;1
14.110.585/0001-07;2023-12-31;15;137804;MÉLIUZ S.A.;Não-liderança;10;198;28;84;4;0;14
14.127.813/0001-51;2023-12-31;26;136832;GETNINJAS S.A.;Liderança;1;24;2;1;0;0;8
14.127.813/0001-51;2023-12-31;26;136832;GETNINJAS S.A.;Não-liderança;7;88;14;33;1;0;14
14.191.427/0001-29;2023-12-31;1;128049;GRANBIO INVESTIMENTOS S.A.;Liderança;0;8;0;3;0;0;0
14.191.427/0001-29;2023-12-31;1;128049;GRANBIO INVESTIMENTOS S.A.;Não-liderança;0;19;2;7;0;0;0
14.388.334/0001-99;2023-12-31;11;135518;PARANA BCO S.A.;Liderança;3;58;4;0;0;8;18
14.388.334/0001-99;2023-12-31;11;135518;PARANA BCO S.A.;Não-liderança;5;217;9;0;1;37;40
14.776.142/0001-50;2023-12-31;18;136557;WESTWING COMÉRCIO VAREJISTA S.A.;Liderança;4;77;6;15;0;0;10
14.776.142/0001-50;2023-12-31;18;136557;WESTWING COMÉRCIO VAREJISTA S.A.;Não-liderança;17;321;50;166;0;0;39
14.785.152/0001-51;2023-12-31;8;137799;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Liderança;0;22;0;2;0;0;0
14.785.152/0001-51;2023-12-31;8;137799;HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Não-liderança;2;31;1;11;0;0;0
14.807.945/0001-24;2023-12-31;8;137005;SANSUY S.A. INDUSTRIA DE PLASTICOS;Liderança;17;22;3;11;0;0;0
14.807.945/0001-24;2023-12-31;8;137005;SANSUY S.A. INDUSTRIA DE PLASTICOS;Não-liderança;46;401;239;658;3;7;10
14.882.295/0001-81;2023-12-31;8;136106;CBO HOLDING S.A.;Liderança;4;220;31;133;0;0;16
14.882.295/0001-81;2023-12-31;8;136106;CBO HOLDING S.A.;Não-liderança;15;589;159;500;5;0;87
14.998.371/0001-19;2023-12-31;5;136057;J. MACEDO S.A.;Liderança;1;126;13;118;0;0;1
14.998.371/0001-19;2023-12-31;5;136057;J. MACEDO S.A.;Não-liderança;5;680;316;1280;10;0;37
15.073.274/0001-88;2023-12-31;2;128440;PPLA PARTICIPATIONS LTD.;Liderança;0;2;0;0;0;0;0
15.073.274/0001-88;2023-12-31;2;128440;PPLA PARTICIPATIONS LTD.;Não-liderança;0;0;0;0;0;0;1
15.101.405/0001-93;2023-12-31;5;131017;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA;Liderança;0;5;0;0;0;0;0
15.101.405/0001-93;2023-12-31;5;131017;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA;Não-liderança;0;1;0;0;0;0;0
15.115.504/0001-24;2023-12-31;6;136974;TRONOX PIGMENTOS DO BRASIL S.A.;Liderança;0;13;1;1;0;0;0
15.115.504/0001-24;2023-12-31;6;136974;TRONOX PIGMENTOS DO BRASIL S.A.;Não-liderança;1;57;44;144;1;0;80
15.139.629/0001-94;2023-12-31;14;135917;CIA ELETRICIDADE EST. DA BAHIA - COELBA;Liderança;9;170;28;96;1;0;0
15.139.629/0001-94;2023-12-31;14;135917;CIA ELETRICIDADE EST. DA BAHIA - COELBA;Não-liderança;45;754;1055;3136;8;0;171
15.141.799/0001-03;2023-12-31;5;136575;CIA FERRO LIGAS DA BAHIA - FERBASA;Liderança;9;66;8;38;0;0;34
15.141.799/0001-03;2023-12-31;5;136575;CIA FERRO LIGAS DA BAHIA - FERBASA;Não-liderança;115;979;314;751;0;0;875
15.144.017/0001-90;2023-12-31;9;134209;CIA SEGUROS ALIANCA DA BAHIA;Liderança;0;4;1;3;0;0;0
15.144.017/0001-90;2023-12-31;9;134209;CIA SEGUROS ALIANCA DA BAHIA;Não-liderança;0;8;3;8;0;10;1
16.233.389/0001-55;2023-12-31;7;135762;CVLB BRASIL S.A;Liderança;3;40;18;101;0;0;35
16.233.389/0001-55;2023-12-31;7;135762;CVLB BRASIL S.A;Não-liderança;19;157;236;1082;4;2;613
16.234.171/0001-15;2023-12-31;2;129344;METANOR SA METANOL DO NE;Liderança;0;0;0;0;0;0;7
16.234.171/0001-15;2023-12-31;2;129344;METANOR SA METANOL DO NE;Não-liderança;0;0;0;0;0;0;64
16.404.287/0001-55;2023-12-31;12;137725;SUZANO S.A.;Liderança;32;836;75;379;1;0;81
16.404.287/0001-55;2023-12-31;12;137725;SUZANO S.A.;Não-liderança;343;6579;2068;8436;159;0;330
16.590.234/0001-76;2023-12-31;9;136975;AZZAS 2154 S.A.;Liderança;10;612;43;130;5;1;31
16.590.234/0001-76;2023-12-31;9;136975;AZZAS 2154 S.A.;Não-liderança;90;3539;781;1957;32;5;336
16.614.075/0001-00;2023-12-31;10;137670;DIRECIONAL ENGENHARIA S.A.;Liderança;4;129;20;85;1;0;0
16.614.075/0001-00;2023-12-31;10;137670;DIRECIONAL ENGENHARIA S.A.;Não-liderança;46;954;855;3071;6;7;154
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;Liderança;0;0;0;0;0;0;1693
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;Não-liderança;0;0;0;0;0;0;15859
16.676.520/0001-59;2023-12-31;9;137955;HOSPITAL MATER DEI S.A.;Liderança;16;143;44;120;1;1;103
16.676.520/0001-59;2023-12-31;9;137955;HOSPITAL MATER DEI S.A.;Não-liderança;127;1099;819;2169;15;31;3893
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;Liderança;4;140;8;29;0;2;32
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;Não-liderança;1;64;5;12;0;0;15
16.922.038/0001-51;2023-12-31;8;137295;ENJOEI S.A.;Liderança;2;44;1;2;0;0;0
16.922.038/0001-51;2023-12-31;8;137295;ENJOEI S.A.;Não-liderança;14;163;19;56;1;0;0
17.155.730/0001-64;2023-12-31;14;137237;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Liderança;1;134;4;30;0;0;30
17.155.730/0001-64;2023-12-31;14;137237;CIA ENERGETICA DE MINAS GERAIS - CEMIG;Não-liderança;21;2704;279;1536;6;0;178
17.159.229/0001-76;2023-12-31;1;127979;LABORATÓRIO TEUTO BRASILEIRO S.A.;Liderança;1;51;3;137;0;0;0
17.159.229/0001-76;2023-12-31;1;127979;LABORATÓRIO TEUTO BRASILEIRO S.A.;Não-liderança;1;400;20;2831;0;0;2
17.161.241/0001-15;2023-12-31;1;125804;MINASMAQUINAS S.A.;Liderança;0;14;0;9;0;0;0
17.161.241/0001-15;2023-12-31;1;125804;MINASMAQUINAS S.A.;Não-liderança;2;165;50;220;0;0;0
17.162.082/0001-73;2023-12-31;1;127635;MENDES JUNIOR ENGENHARIA S.A.;Liderança;0;3;0;0;0;0;0
17.162.082/0001-73;2023-12-31;1;127635;MENDES JUNIOR ENGENHARIA S.A.;Não-liderança;0;4;1;1;0;0;0
17.167.396/0001-69;2023-12-31;13;136162;ALFA HOLDINGS S.A.;Liderança;0;0;0;0;0;0;1
17.167.396/0001-69;2023-12-31;13;136162;ALFA HOLDINGS S.A.;Não-liderança;0;0;0;0;0;0;1
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Liderança;1;82;2;6;0;0;0
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Não-liderança;3;505;33;170;0;0;0
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;Liderança;7;476;33;172;0;0;17
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;Não-liderança;31;1210;136;651;3;0;92
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Liderança;0;0;0;0;0;0;1
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Não-liderança;0;0;0;0;0;0;1
17.245.234/0001-00;2023-12-31;5;133727;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Liderança;0;69;17;111;0;0;0
17.245.234/0001-00;2023-12-31;5;133727;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Não-liderança;7;519;501;2468;8;2;0
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Liderança;19;535;140;582;3;0;66
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Não-liderança;96;3414;1082;3773;21;0;459
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Liderança;1;155;8;215;1;13;0
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Não-liderança;55;2267;586;3239;3;1174;0
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;Liderança;0;32;0;6;0;0;0
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;Não-liderança;4;103;2;28;0;0;0
17.359.233/0001-88;2023-12-31;3;136043;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Liderança;1;117;16;139;0;0;7
17.359.233/0001-88;2023-12-31;3;136043;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Não-liderança;23;560;430;1354;5;0;13
17.943.792/0001-30;2023-12-31;1;127632;FULWOOD S.A.;Liderança;0;9;0;0;0;0;0
17.943.792/0001-30;2023-12-31;1;127632;FULWOOD S.A.;Não-liderança;0;17;0;0;0;0;0
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;Liderança;0;0;0;0;0;0;73
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;Não-liderança;0;0;0;0;0;0;312
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Liderança;1;89;14;60;1;0;533
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Não-liderança;33;1107;416;1146;14;2;3897
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Liderança;0;10;1;2;0;0;0
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Não-liderança;0;23;4;9;0;0;0
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;Liderança;0;206;60;410;0;0;23
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;Não-liderança;10;731;448;3638;3;0;295
19.014.221/0001-47;2023-12-31;6;136189;CHINA THREE GORGES BRASIL ENERGIA S.A.;Liderança;15;125;1;18;0;0;2
19.014.221/0001-47;2023-12-31;6;136189;CHINA THREE GORGES BRASIL ENERGIA S.A.;Não-liderança;40;571;33;162;0;0;8
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;Liderança;13;243;36;452;1;0;7
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;Não-liderança;86;1689;591;4324;7;0;35
19.403.252/0001-90;2023-12-31;9;137277;EMCCAMP RESIDENCIAL S.A.;Liderança;9;112;21;62;0;0;0
19.403.252/0001-90;2023-12-31;9;137277;EMCCAMP RESIDENCIAL S.A.;Não-liderança;18;416;160;363;5;0;16
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;Liderança;1;22;3;36;0;0;0
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;Não-liderança;4;143;32;572;0;0;15
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Liderança;0;70;5;3;0;0;0
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Não-liderança;1;818;257;161;0;0;0
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Liderança;0;0;0;0;0;0;447
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Não-liderança;0;0;0;0;0;0;6456
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Liderança;5;303;23;103;3;0;41
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Não-liderança;16;430;81;209;28;0;63
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Liderança;0;135;3;6;0;0;5
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Não-liderança;2;769;72;76;0;0;91
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Liderança;6;709;27;101;0;3;0
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Não-liderança;56;6902;411;1859;17;86;0
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Liderança;0;30;0;5;0;0;0
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Não-liderança;0;194;15;64;0;0;0
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Liderança;8;368;13;85;0;3;0
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Não-liderança;42;1376;129;546;3;54;0
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Liderança;0;3;0;0;0;0;0
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Não-liderança;0;6;0;3;0;0;0
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Liderança;1;71;1;49;0;2;0
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Não-liderança;10;437;143;757;0;45;0
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;Liderança;11;497;22;209;0;0;0
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;Não-liderança;63;2555;475;2111;7;10;0
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;Liderança;1;22;0;1;0;0;1
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;Não-liderança;1;22;1;9;0;0;0
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;Liderança;1;4;0;0;0;0;0
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;Não-liderança;0;1;0;0;0;0;0
21.976.510/0001-79;2023-12-31;1;128064;BTGI SAFIRA PARTICIPAÇÕES S/A;Liderança;1;4;0;0;0;0;0
21.976.510/0001-79;2023-12-31;1;128064;BTGI SAFIRA PARTICIPAÇÕES S/A;Não-liderança;0;1;0;0;0;0;0
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Liderança;0;27;4;10;0;0;0
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Não-liderança;1;69;8;36;0;0;1
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;Liderança;0;0;0;0;0;0;1
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;Não-liderança;0;0;0;0;0;0;1510
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Liderança;3;43;1;18;0;0;0
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Não-liderança;4;35;3;21;1;0;0
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;Liderança;0;11;0;0;0;0;0
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;Não-liderança;0;0;0;0;0;0;1
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;Liderança;0;0;0;0;0;0;728
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;Não-liderança;0;0;0;0;0;0;32702
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;Liderança;0;0;0;0;0;0;63
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;Não-liderança;0;0;0;0;0;0;946
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Liderança;9;232;8;86;0;0;0
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Não-liderança;66;1289;242;865;25;5;0
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Liderança;0;187;15;198;0;0;0
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Não-liderança;0;547;132;944;1;0;0
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Liderança;5;110;4;52;0;1;0
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Não-liderança;7;150;29;70;0;0;1
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Liderança;21;534;49;324;0;0;3
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Não-liderança;88;2076;716;2515;11;0;13
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;Liderança;63;1024;89;162;5;97;224
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;Não-liderança;165;3019;848;903;46;577;827
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Liderança;0;30;2;11;0;0;2
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Não-liderança;20;685;186;694;3;0;21
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;Liderança;3;407;9;64;0;0;2
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;Não-liderança;65;4704;707;2303;30;0;20
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;Liderança;5;61;25;1759;1;374;1346
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;Não-liderança;10;288;91;13955;1;8430;20466
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;Liderança;3;64;5;86;0;0;0
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;Não-liderança;24;242;131;541;1;0;0
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;Liderança;2;215;7;12;0;0;15
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;Não-liderança;26;5336;551;1197;2;0;967
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;Liderança;0;0;0;0;0;0;145
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;Não-liderança;0;0;0;0;0;0;570
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Liderança;0;0;0;0;0;0;63
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Não-liderança;0;0;0;0;0;0;2983
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;Liderança;5;70;2;17;0;0;0
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;Não-liderança;8;171;20;38;0;5;3
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Liderança;7;47;0;5;0;0;0
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Não-liderança;8;99;24;89;1;0;0
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;Liderança;10;492;24;224;1;0;1
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;Não-liderança;56;2106;300;1645;4;0;4
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Liderança;3;146;14;47;0;1;0
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Não-liderança;18;848;205;624;6;41;0
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;Liderança;0;1;0;0;0;0;0
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;Não-liderança;0;0;0;3;0;0;0
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;Liderança;1;279;14;152;0;0;0
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;Não-liderança;10;1044;68;496;3;0;6
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;Liderança;2;179;6;12;0;0;0
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;Não-liderança;14;697;29;104;0;0;0
28.594.234/0001-23;2023-12-31;9;137267;AUREN ENERGIA S.A.;Liderança;0;0;0;0;0;0;74
28.594.234/0001-23;2023-12-31;9;137267;AUREN ENERGIA S.A.;Não-liderança;0;0;0;0;0;0;227
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Liderança;0;18;2;3;0;0;3
29.780.061/0001-09;2023-12-31;10;137931;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;Não-liderança;0;31;3;5;0;0;11
29.950.060/0001-57;2023-12-31;4;137893;NORTEC QUÍMICA S.A.;Liderança;0;30;2;11;0;0;0
29.950.060/0001-57;2023-12-31;4;137893;NORTEC QUÍMICA S.A.;Não-liderança;4;103;39;114;0;0;0
29.980.141/0001-08;2023-12-31;7;137329;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Liderança;0;49;3;13;0;0;0
29.980.141/0001-08;2023-12-31;7;137329;OCEÂNICA ENGENHARIA E CONSULTORIA S.A.;Não-liderança;3;742;235;663;0;0;28
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;Liderança;4;127;3;36;0;0;29
30.213.493/0001-09;2023-12-31;4;135143;TEGRA INCORPORADORA S.A.;Não-liderança;10;340;77;222;3;0;74
30.306.294/0001-45;2023-12-31;14;138412;BCO BTG PACTUAL S.A.;Liderança;41;1540;35;157;3;0;12
30.306.294/0001-45;2023-12-31;14;138412;BCO BTG PACTUAL S.A.;Não-liderança;149;3258;192;578;13;0;21
30.540.991/0001-66;2023-12-31;4;136008;HAGA S.A. INDUSTRIA E COMERCIO;Liderança;0;16;3;4;0;0;0
30.540.991/0001-66;2023-12-31;4;136008;HAGA S.A. INDUSTRIA E COMERCIO;Não-liderança;0;83;24;26;0;0;0
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;Liderança;5;167;3;36;0;0;19
