CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Valor_Mobiliario;Identificacao_Valor_Mobiliario;Data_Emissao;Data_Vencimento;Quantidade;Valor_Nominal;Saldo_Devedor;Restricao_Circulacao;Descricao_Restricao_Circulacao;Conversibilidade;Condicao_Conversibilidade;Possibilidade_Resgate;Hipotese_Calculo_Resgate;Caracteristicas_Divida;Condicao_Alteracao_Direitos;Outras_Caracteristicas
00.000.000/0001-91;2023-12-31;19;137597;BCO BRASIL S.A.;Letras Financeiras;Dívida Sênior - EMTN 2024-1;2024-03-18;2031-03-18;1;3759300000.00;3759300000.00;S;Os títulos só poderão ser adquiridos por investidores qualificados.;;;S;O emissor terá direito a resgatar a totalidade dos títulos antes da respectiva data de vencimento, ao custo de Treasury mais 35 pontos base;;Escritura Adicional com consentimento dos detentores dos títulos e Escritura Adicional sem o consentimento dos detentores dos títulos (de forma satisfatória ao Trustee e sem afetar direitos dos detentores).;As características relevantes da Dívida Sênior estão descritas acima.
00.000.000/0001-91;2023-12-31;19;137597;BCO BRASIL S.A.;Letras Financeiras;Dívida Sênior - EMTN 2023-1;2023-04-18;2030-04-18;1;3630975000.00;3630975000.00;S;Os títulos só poderão ser adquiridos por investidores qualificados.;;;S;O emissor terá direito a resgatar a totalidade dos títulos antes da respectiva data de vencimento, ao custo de Treasury mais 30 pontos base.100% do valor principal mais juros acumulados e não pagos e todos os outros montantes devidos. 100% do valor principal mais juros acumulados e não pagos e todos os outros montantes devidos.;;Escritura Adicional com consentimento dos detentores dos títulos e Escritura Adicional sem o consentimento dos detentores dos títulos (de forma satisfatória ao Trustee e sem afetar direitos dos detentores).;As características relevantes da Dívida Sênior estão descritas acima.
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Nota Comercial;As Notas 2030  - títulos de dívidas emitidos e colocados junto a investidores qualificados;2020-04-04;2030-02-04;3;3178125000.00;3633635.00;S;As Notas 2030 da Companhia podem ser transferidas de acordo com a regra 144A doU.S. Securities Act de 1933.;;;S;As Notas 2030 da Companhia poderão ser resgatadas: (i) caso ocorram alterações na legislação tributária brasileira ou (ii) caso a Companhia se torne irremediavelmente sujeita ao pagamento de montantes adicionais superiores aos que estaria normalmente sujeita caso os pagamentos por ela devidos estivessem submetidos a uma alíquota de 15% de dedução ou retenção de imposto de renda. Nesses casos, a Companhia poderá resgatar a totalidade, e apenas a totalidade, das Notas 2030 pelo preço correspondente a 100% do montante principal, conjuntamente com os juros incorridos até a data do resgate, após notificação irrevogável do resgate com, no mínimo 30 dias e no máximo 60 dias de antecedência. Além disso, as Notas 2030 deverão ser recompradas pelo emissor por 101% do valor de face, caso ocorra mudança de controle que resulte em queda de ratings.;As obrigações decorrentes da Escritura das Notas 2030 da Eletrobras podem ser declaradas antecipadamente vencidas nas seguintes hipóteses, dentre outras (e observadas as exceções previstas na Escritura da Emissão das Notas):- Cross-Default: (1) se qualquer outra dívida ou garantia presente ou futura da Eletrobras ou de qualquer uma de suas Subsidiárias Relevantes torna-se devida e exigível antes de seu vencimento declarado, ou (2) qualquer Dívida ou Garantia não for paga no vencimento após levar em conta qualquer período de carência aplicável desde que o valor agregado do Endividamento e garantias relevantes seja igual ou superior a US$ 100.000.000 ou seu equivalente em outras moedas- Insolvência: se a Eletrobras ou qualquer uma de suas Subsidiárias for considerada insolvente, falida ou incapaz de pagar suas dívidas, ou se interromper, suspender ou ameaçar interromper ou suspender o pagamento de todas ou de parte substancial de suas dívidas- Liquidação: se um pedido for feito ou uma resolução efetivamente aprovada para a liquidação ou dissolução da Eletrobras ou de qualquer uma de suas Subsidiárias Relevantes, ou se a Eletrobras cessar ou ameaçar cessar a condução de todo ou parte significativa de seus negócios ou operações- Ilegalidade: se a legislação vigente tornar ilegal para a Eletrobras executar ou cumprir qualquer uma das obrigações assumidas perante a Escritura das NotasA taxa de juros aplicável às Notas 2030 da Companhia é de 4,625% a.a., calculada a partir de 4 de fevereiro de 2020, e pagos semestralmente em 4 de fevereiro e em 4 de agosto de cada ano de cada ano, começando em 4 de agosto de 2020.As Notas 2030 não apresentaram prestação de quaisquer garantias pela Companhia para sua emissão. O instrumento contratual que rege tal emissão restringe uma eventual alienação de parcela significativa de seus ativos, a menos que essa alienação seja feita em condições de mercado, e não haja mudança substancial na natureza dos negócios da Eletrobras como resultado da alienação.Para situações relacionadas a mudanças de controle, as notas incluem uma opção exercível pelos detentores dos títulos no caso de uma operação na qual o Governo brasileiro deixe de deter, direta ou indiretamente, pelo menos 51% do capital votante da Eletrobras e desde que se além disso, em razão desta mudança de controle: (i) uma agência de avaliação de risco (rating) (caso a emissão seja avaliada por uma ou duas agências de rating) ou (ii) duas agências de rating (se avaliada por três agências de rating) rebaixarem o rating da Eletrobras em um ou mais níveis. Quaisquer detentores dos títulos que em se realizando este cenário venham a exercer sua opção de venda receberão 101% do valor principal das Notas 2030.;Além de outras matérias previstas nas Notas 2030 da Companhia, os direitos dos detentores das Notas 2030 podem ser alterados pela Companhia e o agente fiduciário, sem o prévio consentimento dos detentores, quando tais alterações forem meramente formais, técnicas ou irrelevantes, ou realizadas para corrigir um erro manifesto, ou ainda no caso de determinada alteração que não esteja prevista na escritura e que, na opinião do agente fiduciário, não altere de forma substancial os direitos dos detentores das Notas 2030 da Companhia.Ademais, de forma geral, é necessário consentimento dos detentores das Notas 2030 da Companhia para reduzir o montante principal dos títulos ou alterar a data de vencimento, reduzir a taxa de juros, reduzir o montante a ser pago em caso de resgate, alterar a moeda de pagamento das Notas 2030, conferir a um detentor específico a possibilidade de receber juros ou principal em data diferente daquela estabelecida nas Notas 2030, alterar o quórum exigido para aprovação de alterações, alteração em qualquer provisão das Notas 2030 que modifique a ordem de preferência dos títulos, dentre outros.;As Notas 2030 são títulos de dívidas emitidos e colocados junto a investidores qualificados, sob jurisdição do Estado de Nova Iorque, Estados Unidos da América.
00.001.180/0001-26;2023-12-31;23;136627;CENTRAIS ELET BRAS S.A. - ELETROBRAS;Nota Comercial;Notas 2025 emitidas e colocadas junto a investidores qualificados;2020-02-04;2025-02-04;2;2118750.00;2435202.00;S;As Notas 2025 da Companhia podem ser transferidas de acordo com a regra 144A doU.S. Securities Act de 1933.;;;S;As Notas 2025 da Companhia poderão ser resgatadas: (i) caso ocorram alterações na legislação tributária brasileira ou (ii) caso a Companhia se torne irremediavelmente sujeita ao pagamento de montantes adicionais superiores aos que estaria normalmente sujeita caso os pagamentos por ela devidos estivessem submetidos a uma alíquota de 15% de dedução ou retenção de imposto de renda. Nesses casos, a Companhia poderá resgatar a totalidade, e apenas a totalidade, das Notas 2025 pelo preço correspondente a 100% do montante principal, conjuntamente com os juros incorridos até a data do resgate, após notificação irrevogável do resgate com, no mínimo 30 dias e no máximo 60 dias de antecedência. Além disso, as Notas 2025 deverão ser recompradas pelo emissor por 101% do valor de face, caso ocorra mudança de controle que resulte em queda de ratings.;As obrigações decorrentes da Escritura das Notas 2025 da Eletrobras podem ser declaradas antecipadamente vencidas nas seguintes hipóteses, dentre outras (e observadas as exceções previstas na Escritura da Emissão das Notas):- Cross-Default: (1) se qualquer outra dívida ou garantia presente ou futura da Eletrobras ou de qualquer uma de suas Subsidiárias Relevantes torna-se devida e exigível antes de seu vencimento declarado, ou (2) qualquer Dívida ou Garantia não for paga no vencimento após levar em conta qualquer período de carência aplicável desde que o valor agregado do Endividamento e garantias relevantes seja igual ou superior a US$ 100.000.000 ou seu equivalente em outras moedas- Insolvência: se a Eletrobras ou qualquer uma de suas Subsidiárias for considerada insolvente, falida ou incapaz de pagar suas dívidas, ou se interromper, suspender ou ameaçar interromper ou suspender o pagamento de todas ou de parte substancial de suas dívidas- Liquidação: se um pedido for feito ou uma resolução efetivamente aprovada para a liquidação ou dissolução da Eletrobras ou de qualquer uma de suas Subsidiárias Relevantes, ou se a Eletrobras cessar ou ameaçar cessar a condução de todo ou parte significativa de seus negócios ou operações- Ilegalidade: se a legislação vigente tornar ilegal para a Eletrobras executar ou cumprir qualquer uma das obrigações assumidas perante a Escritura das Notas A taxa de juros aplicável às Notas 2025 da Companhia é de 3,625% a.a., calculada a partir de 4 de fevereiro de 2020, e pagos semestralmente em 4 de fevereiro e em 4 de agosto de cada ano de cada ano, começando em 4 de agosto de 2020.As Notas 2025 não apresentaram prestação de quaisquer garantias pela Companhia para sua emissão. O instrumento contratual que rege tal emissão restringe uma eventual alienação de parcela significativa de seus ativos, a menos que essa alienação seja feita em condições de mercado, e não haja mudança substancial na natureza dos negócios da Eletrobras como resultado da alienação.Para situações relacionadas a mudanças de controle, as Notas 2025 incluem uma opção exercível pelos detentores dos títulos no caso de uma operação na qual o Governo brasileiro deixe de deter, direta ou indiretamente, pelo menos 51% do capital votante da Eletrobras e desde que, se além disso, em razão desta mudança de controle:(i) uma agência de avaliação de risco (rating) (caso a emissão seja avaliada por uma ou duas agências de rating) ou (ii) duas agências de rating (se avaliada por três agências de rating) rebaixarem o rating da Eletrobras em um ou mais níveis. Quaisquer detentores dos títulos que em se realizando este cenário venham a exercer sua opção de venda receberão 101% do valor principal das Notas 2025.;Além de outras matérias previstas nas Notas 2025 da Companhia, os direitos dos detentores das Notas 2025 podem ser alterados pela Companhia e o agente fiduciário, sem o prévio consentimento dos detentores, quando tais alterações forem meramente formais, técnicas ou irrelevantes, ou realizadas para corrigir um erro manifesto, ou ainda no caso de determinada alteração que não esteja prevista na escritura e que, na opinião do agente fiduciário, não altere de forma substancial os direitos dos detentores das Notas 2025 da Companhia.Ademais, de forma geral, é necessário consentimento dos detentores das Notas 2025 da Companhia para reduzir o montante principal dos títulos ou alterar a data de vencimento, reduzir a taxa de juros, reduzir o montante a ser pago em caso de resgate, alterar a moeda de pagamento das Notas 2025, conferir a um detentor específico a possibilidade de receber juros ou principal em data diferente daquela estabelecida nas Notas 2025, alterar o quórum exigido para aprovação de alterações, alteração em qualquer provisão das Notas 2025 que modifique a ordem de preferência dos títulos, dentre outros.;Notas 2025 emitidas e colocadas junto a investidores qualificados  sob jurisdição do Estado de NY/EUA.
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures;ISIN US05609AAA97 (Reg S) e USL0527QAA15 (144A);2020-11-24;2030-12-20;0;2591000000.00;1068400631.60;;;;;S;A qualquer momento antes de 20/09/2030 as notas serão resgatáveis, por opção do emissor (B2W Lux) ou de Americanas S.A., integralmente ou em partes, de tempos em tempos, a um preço de resgate igual ao maior dos seguintes valores, mais juros acumulados e não pagos e valores adicionais, se houver, excluindo a data de resgate: (i) 100% do valor principal das notas a serem resgatadas e (ii) a soma dos valores presentes, calculada a partir da data de resgate, dos Pagamentos Remanescentes. Na determinação dos valores presentes dos Pagamentos Restantes, serão descontados para a data de resgate em uma base semi anual (assumindo um ano de 360 dias consistindo de doze meses de 30 dias) usando uma taxa de desconto igual à Treasury Rate mais 0,5%.;;Sujeito a certas exceções, a escritura e as notas podem ser alteradas ou complementadas com o consentimento por escrito dos detentores de pelo menos a maioria no valor principal das notas em circulação, e qualquer Inadimplemento ou Evento de Inadimplemento e suas consequências podem ser dispensados com o consentimento dos titulares de pelo menos da maioria no valor principal das notas então em circulação.;B2W Digital Lux S.à r.l é uma subsidiária integral da Americanas S.A. e foi constituída sob as leis de Luxemburgo como uma sociedade de responsabilidade limitada (société à responsabilité limitée) em 11 de novembro de 2020 e é registrada no Registro de Comércio e Companhias de Luxemburgo sob o número B248659. A sede da B2W Digital Lux S.à r.l está localizada na 14 Rue Edward Steichen, L-2540, Luxemburgo, Grand Duchy of Luxembourg.De acordo com o plano de recuperação judicial da Companhia (PRJ), em 28 de fevereiro de 2024, a Americanas iniciou um processo de eleição de opções para os titulares dos bonds existentes para que tais titulares selecionassem "opção 1" ou "opção 2" no âmbito do PRJ. Para implementar o processo de eleição de opções e subsequente leilão reverso (ambos previstos no PRJ), através da mecânica do sistema DTC (o sistema de compensação dos bonds nos EUA), a Companhia precisou formalizar a eleição da opção de cada titular, substituindo os bonds existentes desse titular por notas temporárias "temporary notes" com os mesmos termos dos bonds existentes, ao invés de indicar a opção aplicável. Os titulares que não fizeram eleição via DTC, mantiveram os bonds existentes. Após o leilão reverso, no encerramento desse processo (previsto para os próximos 2 a 3 meses), cada um dos bonds existentes e as notas temporárias serão canceladas e os titulares receberão a contraprestação aplicável de acordo com o PRJ. O valor nominal global está em conformidade com a nota de "Empréstimos e Financiamentos" do ITR 3T23.
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures;ISIN USL5788AAA99 (Reg S) e US46592BAA08 (144A);2020-10-06;2030-10-30;0;2617000000.00;855233585.20;;;;;S;A qualquer momento antes de 20/07/2030 as notas serão resgatáveis, por opção do emissor (JSM Lux) ou de Americanas S.A., integralmente ou em partes de tempos em tempos, a um preço de resgate igual ao maior dos seguintes valores, mais juros acumulados e não pagos e valores adicionais, se houver, excluindo a data de resgate: (i) 100% do valor principal das notas a serem resgatadas e (ii) a soma dos valores presentes, calculada a partir da data de resgate, dos Pagamentos Remanescentes. Na determinação dos valores presentes dos Pagamentos Restantes, serão descontados para a data de resgate em uma base semestral (assumindo um ano de 360 dias consistindo de doze meses de 30 dias) usando um taxa de desconto igual à Treasury Rate mais 0,5%.;;Sujeito a certas exceções, a escritura e as notas podem ser alteradas ou complementadas com o consentimento por escrito dos detentores de pelo menos a maioria no valor principal das notas em circulação, e qualquer Inadimplemento ou Evento de Inadimplemento e suas consequências podem ser dispensados com o consentimento dos titulares de pelo menos da maioria no valor principal das notas então em circulação.;De acordo com o plano de recuperação judicial da Companhia (PRJ), em 28 de fevereiro de 2024, a Americanas iniciou um processo de eleição de opções para os titulares dos bonds existentes para que tais titulares selecionassem "opção 1" ou "opção 2" no âmbito do PRJ. Para implementar o processo de eleição de opções e subsequente leilão reverso (ambos previstos no PRJ), através da mecânica do sistema DTC (o sistema de compensação dos bonds nos EUA), a Companhia precisou formalizar a eleição da opção de cada titular, substituindo os bonds existentes desse titular por notas temporárias "temporary notes" com os mesmos termos dos bonds existentes, ao invés de indicar a opção aplicável. Os titulares que não fizeram eleição via DTC, mantiveram os bonds existentes. Após o leilão reverso, no encerramento desse processo (previsto para os próximos 2 a 3 meses), cada um dos bonds existentes e as notas temporárias serão canceladas e os titulares receberão a contraprestação aplicável de acordo com o PRJ. O valor nominal global está em conformidade com a nota de "Empréstimos e Financiamentos" do ITR 3T23.
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures;ISIN USL5788AAB72 (Reg S) e US46592BAB80 (144A);2024-04-01;2030-10-06;0;79647102.00;79647102.00;;;;;;;4.750% Senior Notes due 2030 by JSM Global S.À R.L.;Sujeito a certas exceções, a escritura e as notas podem ser alteradas ou complementadas com o consentimento por escrito dos detentores de pelo menos a maioria no valor principal das notas em circulação.;De acordo com o plano de recuperação judicial da Companhia (PRJ), em 28 de fevereiro de 2024, a Americanas iniciou um processo de eleição de opções para os titulares dos bonds existentes para que tais titulares selecionassem "opção 1" ou "opção 2" no âmbito do PRJ. Para implementar o processo de eleição de opções e subsequente leilão reverso (ambos previstos no PRJ), através da mecânica do sistema DTC (o sistema de compensação dos bonds nos EUA), a Companhia precisou formalizar a eleição da opção de cada titular, substituindo os bonds existentes desse titular por notas temporárias "temporary notes" com os mesmos termos dos bonds existentes, ao invés de indicar a opção aplicável. Os titulares que não fizeram eleição via DTC, mantiveram os bonds existentes. Após o leilão reverso, no encerramento desse processo (previsto para os próximos 2 a 3 meses), cada um dos bonds existentes e as notas temporárias serão canceladas e os titulares receberão a contraprestação aplicável de acordo com o PRJ. O valor nominal global e saldo devedor foi calculado com a cotação de fechamento do dólar datado da emissão da transitory note (01/04/2024).
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures;ISIN USL5788AAC55 (Reg S) e US46592BAC63 (144A);2024-04-01;2030-10-06;0;1682119312.80;1682119312.80;;;;;;;4.750% Senior Notes due 2030 by JSM Global S.À R.L.;Sujeito a certas exceções, a escritura e as notas podem ser alteradas ou complementadas com o consentimento por escrito dos detentores de pelo menos a maioria no valor principal das notas em circulação.;De acordo com o plano de recuperação judicial da Companhia (PRJ), em 28 de fevereiro de 2024, a Americanas iniciou um processo de eleição de opções para os titulares dos bonds existentes para que tais titulares selecionassem "opção 1" ou "opção 2" no âmbito do PRJ. Para implementar o processo de eleição de opções e subsequente leilão reverso (ambos previstos no PRJ), através da mecânica do sistema DTC (o sistema de compensação dos bonds nos EUA), a Companhia precisou formalizar a eleição da opção de cada titular, substituindo os bonds existentes desse titular por notas temporárias "temporary notes" com os mesmos termos dos bonds existentes, ao invés de indicar a opção aplicável. Os titulares que não fizeram eleição via DTC, mantiveram os bonds existentes. Após o leilão reverso, no encerramento desse processo (previsto para os próximos 2 a 3 meses), cada um dos bonds existentes e as notas temporárias serão canceladas e os titulares receberão a contraprestação aplicável de acordo com o PRJ. O valor nominal global e saldo devedor foi calculado com a cotação de fechamento do dólar datado da emissão da transitory note (01/04/2024).
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures;ISIN USL0527QAB97 (Reg S) e US05609AAB70 (144A);2024-04-01;2030-10-06;0;100479015.00;100479015.00;;;;;;;4.375% Senior Notes due 2030 by B2W Digital Lux S.À R.L.;Sujeito a certas exceções, a escritura e as notas podem ser alteradas ou complementadas com o consentimento por escrito dos detentores de pelo menos a maioria no valor principal das notas em circulação.;De acordo com o plano de recuperação judicial da Companhia (PRJ), em 28 de fevereiro de 2024, a Americanas iniciou um processo de eleição de opções para os titulares dos bonds existentes para que tais titulares selecionassem "opção 1" ou "opção 2" no âmbito do PRJ. Para implementar o processo de eleição de opções e subsequente leilão reverso (ambos previstos no PRJ), através da mecânica do sistema DTC (o sistema de compensação dos bonds nos EUA), a Companhia precisou formalizar a eleição da opção de cada titular, substituindo os bonds existentes desse titular por notas temporárias "temporary notes" com os mesmos termos dos bonds existentes, ao invés de indicar a opção aplicável. Os titulares que não fizeram eleição via DTC, mantiveram os bonds existentes. Após o leilão reverso, no encerramento desse processo (previsto para os próximos 2 a 3 meses), cada um dos bonds existentes e as notas temporárias serão canceladas e os titulares receberão a contraprestação aplicável de acordo com o PRJ. O valor nominal global e saldo devedor foi calculado com a cotação de fechamento do dólar datado da emissão da transitory note (01/04/2024).
00.776.574/0001-56;2023-12-31;14;138478;AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL;Debêntures;ISIN USL0527QAC70 (Reg S) e US05609AAC53 (144A);2024-04-01;2030-10-06;0;1422120353.40;1422120353.40;;;;;;;4.375% Senior Notes due 2030 by B2W Digital Lux S.À R.L.;Sujeito a certas exceções, a escritura e as notas podem ser alteradas ou complementadas com o consentimento por escrito dos detentores de pelo menos a maioria no valor principal das notas em circulação;De acordo com o plano de recuperação judicial da Companhia (PRJ), em 28 de fevereiro de 2024, a Americanas iniciou um processo de eleição de opções para os titulares dos bonds existentes para que tais titulares selecionassem "opção 1" ou "opção 2" no âmbito do PRJ. Para implementar o processo de eleição de opções e subsequente leilão reverso (ambos previstos no PRJ), através da mecânica do sistema DTC (o sistema de compensação dos bonds nos EUA), a Companhia precisou formalizar a eleição da opção de cada titular, substituindo os bonds existentes desse titular por notas temporárias "temporary notes" com os mesmos termos dos bonds existentes, ao invés de indicar a opção aplicável. Os titulares que não fizeram eleição via DTC, mantiveram os bonds existentes. Após o leilão reverso, no encerramento desse processo (previsto para os próximos 2 a 3 meses), cada um dos bonds existentes e as notas temporárias serão canceladas e os titulares receberão a contraprestação aplicável de acordo com o PRJ. O valor nominal global e saldo devedor foi calculado com a cotação de fechamento do dólar datado da emissão da transitory note (01/04/2024).
01.027.058/0001-91;2023-12-31;14;137009;CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO;Debêntures;Senior Notes (Bonds);2012-11-16;2022-11-16;0;2801930349.23;0.00;;;;;S;Os papéis podem ser resgatados, por opção da Companhia, em todo ou em parte, a qualquer momento, pelo maior montante entre: (i) até 100% do principal ou (ii) a soma dos fluxos futuros remanescentes descontados à taxa do treasury americano mais 35 pontos básicos percentuais, em cada caso acrescido de juros acumulados e não pagos sobre o montante do principal a ser resgatado para a data do resgate.;Os títulos são quirografários e foram emitidos pela Companhia no exterior e em dólares americanos. Os títulos pagam cupons semestrais de 3,75% ao ano, sempre nos meses de maio e novembro.;Não aplicável.;Em novembro de 2022, ocorreu a liquidação dos "bonds" emitidos pela Companhia no montante remanescente de USD 97.150, após recompra parcial em junho de 2019 e pela controlada Cielo USA no montante de USD 404.942, conforme vencimento da operação financeira.
01.838.723/0001-27;2023-12-31;11;135972;BRF S.A.;Nota Comercial;BRF Notes 2030 - 144A- Reg S;2019-09-24;2030-01-24;588307;3069609433.90;2995641626.43;S;As notes não foram, nem serão registradas perante a Comissão de Valores Mobiliários CVM, nem sob o U.S. Securities Act of 1933, conforme alterado, ou o Securities Act, e só foram oferecidas nos Estados Unidos da América na base de isenções de registros aplicáveis. As notes foram oferecidas apenas a investidores institucionais qualificados, conforme definidos na Rule 144A do Securities Act e a pessoas não americanas fora dos Estados Unidos da América, exceto nas jurisdições em que tal oferta ou venda seja proibida, de acordo com a Regulation S;;;S;As notes podem ser resgatadas, no todo ou em parte, a qualquer momento até 24 de outubro de 2029 a um preço de resgate equivalente ao maior entre: (i) 100% do valor principal e (ii) a soma dos valores presentes, calculados a partir da data de resgate, e os pagamentos remanescentes do principal e juros (excluindo juros auferidos até a data de resgate) devidos após a data de resgate até a data de vencimento, descontados em base semestral até a data de resgate (supondo um ano de 360 dias composto por 12 meses de 30 dias) à taxa do tesouro, mais 0,5%, acrescido, em cada caso, se houver, os juros vencidos e não pagos. Neste caso, qualquer resgate das notas estará sujeito a (1) haver pelo menos US$150,00 milhões do valor principal das notas (incluindo quaisquer notas adicionais) em circulação após o referido resgate ou (2) o resgate integral das notas em circulação.Após 24 de outubro de 2029, as notas poderão ser resgatadas, no todo ou em parte, a qualquer momento ao preço de 100% do valor de principal das notas em circulação a serem resgatadas, acrescidos de juros acumulados e não pagos (incluindo quaisquer notas adicionais, caso existam).;(i) Data de vencimento: 24 de janeiro de 2030.(ii) Remuneração: 4,875% (USD).(ii) Espécie: Senior Notes.(iii) Vigência: 10 anos.(iv) Pagamento da Remuneração: Semestral, a partir de 24 de janeiro de 2020.(v) Amortização: Parcela única no vencimento (bullet).;N/A;Taxa de juros de 4,875% ao ano (yield to maturity de 5,00%) pagos semestralmente. Na falta de uma categoria "Notes" ou "Bonds" no espaço Valor Mobiliário, a Companhia optou por preencher como "Debêntures" por mera conveniência. Vale ressaltar que a Companhia está tratando única e exclusivamente de "Notes" nesse item. Emissão realizada em dólares norte-americanos no valor de US$750.000.000,00 e convertida em reais pela taxa divulgada no website do Banco Central do Brasil na data de recebimento do valor, a saber, dia 24/09/2019, BRL/USD: 4,1721 (Fonte Bacen).
01.838.723/0001-27;2023-12-31;11;135972;BRF S.A.;Nota Comercial;Emissão Retap de BRF Notes 2050 - 144A - Reg S;2020-09-21;2050-09-30;617190;3502068062.99;3313853974.54;S;As notes não foram, nem serão registradas perante a Comissão de Valores Mobiliários - CVM, nem sob o U.S. Securities Act of 1933, conforme alterado, ou o Securities Act, e só foram oferecidas nos Estados Unidos da América na base de isenções de registros aplicáveis. As notes foram oferecidas apenas a investidores institucionais qualificados, conforme definidos na Rule 144A do Securities Act e a pessoas não americanas fora dos Estados Unidos da América, exceto nas jurisdições em que tal oferta ou venda seja proibida, de acordo com a Regulation S.;;;S;As Notes podem ser resgatadas, no todo ou em parte, a qualquer momento antes de 21 de março de 2050, a um preço de resgate baseado em um valor "make-whole" acrescido de juros acumulados e não pagos. A partir de 21 de março de 2050, as Notes podem ser resgatadas no todo ou em parte, a qualquer momento, a 100% de seu valor principal acrescido dos juros acumulados e não pagos, além de valores resultantes de deduções ao Noteholder, por fatos geradores tributários. As Notes também podem ser resgatadas, no todo, mas não em parte, em 100% de seu valor principal, mais juros acumulados e não pagos, além de valores resultantes de deduções ao Noteholder, por fatos geradores tributários, no caso de eventos específicos relacionados às leis tributárias aplicáveis;(i) Data de vencimento: 21 de setembro de 2050.(ii) Remuneração: 5,75% (USD).(ii) Espécie: Senior Notes.(iii) Vigência: 30 anos.(iv) Pagamento da Remuneração: Semestral, a partir de 21 de março de 2021.(v) Amortização: Parcela única no vencimento (bullet).;N/A;Taxa de juros de 5,750% ao ano pagos semestralmente. Na falta de uma categoria "Notes" ou "Bonds" no espaço Valor Mobiliário, a Companhia optou por preencher como "Debêntures" por mera conveniência. Vale ressaltar que a Companhia está tratando única e exclusivamente de "Notes" nesse item. Emissão realizada em dólares norte-americanos no valor de US$800.000.000,00 e convertida em reais pela taxa divulgada no website do Banco Central do Brasil na data de recebimento do valor de US$500.000.000,00, dia 21/09/2020, BRL/USD: 5,4440 e o valor de US$ 300.000.000,00, dia 26/10/2020, BRL/USD: 5,63/US$1,00 (Fonte Bacen).
01.838.723/0001-27;2023-12-31;11;135972;BRF S.A.;Nota Comercial;BRF Notes 2024 - 144A- Reg S;2014-05-15;2024-05-22;295363;1541115525.10;1475806475.09;S;As notes não foram nem serão registradas perante a Comissão de Valores Mobiliários - CVM nem sob o U.S. Securities Act of 1933, conforme alterado, ou o Securities Act, e só foram oferecidas nos Estados Unidos da América, na base de isenções de registros aplicáveis. As notes foram oferecidas apenas a investidores institucionais qualificados, conforme definidos na Rule 144A do Securities Act, e a pessoas não americanas fora dos Estados Unidos da América, exceto nas jurisdições em que tal oferta ou venda seja proibida, de acordo com a Regulation S.;;;S;As notes podem ser resgatadas, no todo ou em parte, a qualquer momento depois de 22 de maio de 2015, a um preço de resgate equivalente ao maior entre: (i) 100% do valor principal e (ii) a soma dos valores presentes, calculados a partir da data de resgate, e os pagamentos remanescentes do principal e juros (excluindo juros auferidos até a data de resgate), devidos após a data de resgate até a data de vencimento, descontados em base semestral até a data de resgate (supondo um ano de 360 dias composto por 12 meses de 30 dias) à taxa do tesouro, mais 0,4%, acrescido, em cada caso, se houver, os juros vencidos e não pagos.;(i) Data de vencimento: 22 de maio de 2024.(ii) Remuneração: 4,75% (USD).(ii) Espécie: Senior Notes.(iii) Vigência: 10 anos.(iv) Pagamento da Remuneração: Semestral, a partir de 22 de novembro de 2014.(v) Amortização: Parcela única no vencimento (bullet).;N/A;Na falta de uma categoria "Bonds" no espaço Valor Mobiliário, a Companhia optou por preencher com "Debêntures" por mera conveniência. Vale ressaltar que a Companhia está tratando única e exclusivamente de "Bonds" nesse item. Emissão realizada em dólares norte-americanos no valor de US$ 750.000.000,00 e convertida em reais pela Ptax da data de recebimento do valor, a saber, dia 15/05/2014, BRL/USD: 2,22/US$1,00 (Fonte Bacen). dia 26/10/2020, BRL/USD: 5,63/US$1,00 (Fonte Bacen).
