CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Nome_Responsavel;Cargo_Responsavel
08.294.224/0001-65;2023-12-31;12;137694;JHSF PARTICIPACOES S.A.;Mara Boaventura Dias;Diretor de Relações com Investidores
08.312.229/0001-73;2023-12-31;8;137519;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Silvio Ernesto Zarzur;Diretor Presidente
08.312.229/0001-73;2023-12-31;8;137519;EZ TEC EMPREEND. E PARTICIPACOES S.A.;Antônio Emílio Clemente Fugazza;Diretor de Relações com Investidores
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Paulo Oliveira Motta Junior;Diretor Presidente
08.322.396/0001-03;2023-03-31;4;130511;CERRADINHO BIOENERGIA S.A.;Gustavo de Marchi Galvão Oliveira;Diretor de Relações com Investidores
08.324.196/0001-81;2023-12-31;9;136190;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Fabiana Carvalho Lopes;Diretor Presidente
08.324.196/0001-81;2023-12-31;9;136190;CIA ENERGETICA DO RIO GDE NORTE - COSERN;Renato de Almeida Rocha;Diretor de Relações com Investidores
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;Ricardo Paixão Pinto Rodrigues;Diretor de Relações com Investidores
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;Rafael Nazareth Menin Teixeira de Souza;Diretor Presidente
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;Eduardo Fischer Teixeira de Souza;Diretor Presidente
08.364.948/0001-38;2023-12-31;7;135895;ALUPAR INVESTIMENTO S/A;Paulo Roberto de Godoy Pereira;Diretor Presidente
08.364.948/0001-38;2023-12-31;7;135895;ALUPAR INVESTIMENTO S/A;José Luiz de Godoy Pereira;Diretor de Relações com Investidores
08.397.078/0001-01;2023-12-31;6;136026;GSH CORP PARTICIPAÇÕES S.A.;Marcos Aurélio Faccioli;Diretor de Relações com Investidores
08.397.078/0001-01;2023-12-31;6;136026;GSH CORP PARTICIPAÇÕES S.A.;Carlos Henrique Delmonaco;Diretor Presidente
08.402.943/0001-52;2023-12-31;3;137765;GUARARAPES CONFECCOES S.A.;FREDERICO DE AGUIAR OLDANI;Diretor de Relações com Investidores
08.402.943/0001-52;2023-12-31;3;137765;GUARARAPES CONFECCOES S.A.;ANDRÉ MICHEL FARBER;Diretor Presidente
08.402.943/0001-52;2023-12-31;3;137765;GUARARAPES CONFECCOES S.A.;Luis Miguel Ferreira Cafruni;Diretor de Relações com Investidores
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;Rui Manoel Simões de Carvalho Turza Ferreira;Diretor de Relações com Investidores
08.439.659/0001-50;2023-12-31;7;137880;CPFL ENERGIAS RENOVÁVEIS S.A.;Xinjian Chen;Diretor Presidente
08.439.659/0001-50;2023-12-31;7;137880;CPFL ENERGIAS RENOVÁVEIS S.A.;YueHui Pan;Diretor de Relações com Investidores
08.467.115/0001-00;2023-12-31;10;137686;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Raimundo Barreto Bastos;Diretor Presidente
08.467.115/0001-00;2023-12-31;10;137686;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;Leonardo da Silva Lucas Tavares de Lima;Diretor de Relações com Investidores
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;Sergio Ros Brasil Pinto;Diretor Presidente
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;Vitor Hugo Alexandrino da Silva;Diretor de Relações com Investidores
08.560.444/0001-93;2023-12-31;6;135934;CIA CELG DE PARTICIPACOES - CELGPAR;José Fernando Navarrete Pena;Diretor Presidente
08.560.444/0001-93;2023-12-31;6;135934;CIA CELG DE PARTICIPACOES - CELGPAR;Marcos Roberto Silva;Diretor de Relações com Investidores
08.574.411/0001-00;2023-12-31;5;137653;PRÁTICA PRODUTOS S.A.;André Luiz Rosa Rezende;Diretor Presidente/Relações com Investidores
08.613.550/0001-98;2023-12-31;9;135995;NEXPE PARTICIPAÇÕES S.A;Daniel Abramant Guerbatin;Diretor Presidente/Relações com Investidores
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Marcio Snioka;Diretor de Relações com Investidores
08.764.621/0001-53;2023-12-31;3;130729;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;Francisco José Ritondaro;Diretor Presidente
08.769.451/0001-08;2023-12-31;5;136988;VIRGO COMPANHIA DE SECURITIZAÇÃO;Daniel Monteiro Coelho de Magalhães;Diretor Presidente/Relações com Investidores
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;Claudio Ribeiro da Silva Neto;Diretor Presidente
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;Adriano Fernandes Nascentes;Diretor de Relações com Investidores
08.773.191/0001-36;2023-12-31;3;136984;BRASILIANA PARTICIPAÇÕES S/A;Alessandro Gregori Filho;Diretor Presidente/Relações com Investidores
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;Carlos Miguel de Oliveira Martins Borges Alves;Diretor de Relações com Investidores
08.795.211/0001-70;2023-12-31;6;136568;MAESTRO LOCADORA DE VEICULOS S.A.;Fabio Lewkowicz;Diretor Presidente
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;Fabio Elias Cury;Diretor Presidente
08.797.760/0001-83;2023-12-31;10;137337;CURY CONSTRUTORA E INCORPORADORA S.A.;Ronaldo Cury de Capua;Diretor de Relações com Investidores
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;Hector Bruno Franco de Carvalho Leitão;Diretor de Relações com Investidores
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;Thiago Kiyoshi Vieira Muramatsu;Diretor Presidente
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;Eduardo Parente Menezes;Diretor Presidente
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;Rossano Marques Leandro;Diretor de Relações com Investidores
08.810.422/0001-34;2023-12-31;1;128027;GUARARAPES PAINÉIS S.A.;Ricardo Pedroso;Diretor Presidente
08.810.422/0001-34;2023-12-31;1;128027;GUARARAPES PAINÉIS S.A.;Leandro Gomes;Diretor de Relações com Investidores
08.811.643/0001-27;2023-12-31;6;137607;TRISUL S.A.;Fernando Salomão;Diretor de Relações com Investidores
08.811.643/0001-27;2023-12-31;6;137607;TRISUL S.A.;Jorge Cury Neto;Diretor Presidente
08.822.767/0001-08;2023-12-31;1;127970;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;José Renato Ricciardi;Diretor Presidente
08.822.767/0001-08;2023-12-31;1;127970;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;Alexandre Tujisoki;Diretor de Relações com Investidores
08.827.501/0001-58;2023-12-31;8;135985;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;Radamés Andrade Casseb;Diretor Presidente
08.827.501/0001-58;2023-12-31;8;135985;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;André Pires de Oliveira Dias;Diretor de Relações com Investidores
08.873.873/0001-10;2023-12-31;7;135928;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;Hugo Rafael Mitz;Diretor de Relações com Investidores
08.902.291/0001-15;2023-12-31;4;135595;CSN MINERAÇÃO S.A.;Enéas Garcia Diniz;Diretor Presidente
08.902.291/0001-15;2023-12-31;4;135595;CSN MINERAÇÃO S.A.;Pedro Barros Mercadante Oliva;Diretor de Relações com Investidores
08.935.054/0001-50;2023-12-31;2;133497;MULTINER S/A;Emiliano F. Stipanicic Spyer;Diretor de Relações com Investidores
09.041.168/0001-10;2023-12-31;9;136085;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;André Luiz de Ávila Vitória;Diretor de Relações com Investidores
09.041.168/0001-10;2023-12-31;9;136085;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;Sergio Fischer Teixeira de Souza;Diretor Presidente
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;Pedro Santos Ripper;Diretor Presidente
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;André Pinheiro Veloso;Diretor de Relações com Investidores
09.053.134/0001-45;2023-12-31;5;133317;ELFA MEDICAMENTOS S.A.;José Roberto Correa Teixeira Ferraz;Diretor Presidente
09.053.134/0001-45;2023-12-31;5;133317;ELFA MEDICAMENTOS S.A.;Clayton de Souza Malheiros;Diretor de Relações com Investidores
09.054.385/0001-44;2023-12-31;1;127468;INBRANDS S.A.;Nelson Alvarenga Filho;Diretor Presidente
09.054.385/0001-44;2023-12-31;1;127468;INBRANDS S.A.;Juliana Regina Guerra;Diretor de Relações com Investidores
09.074.183/0001-64;2023-12-31;1;127682;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;MARCOS PAULO FERNANDES PEREIRA;Diretor Presidente
09.074.183/0001-64;2023-12-31;1;127682;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;MARCOS PAULO FERNANDES PEREIRA;Diretor Presidente/Relações com Investidores
09.095.183/0001-40;2023-12-31;6;137726;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;Maurício Perez Botelho;Diretor de Relações com Investidores
09.095.183/0001-40;2023-12-31;6;137726;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;Marcio Mario Zidan;Diretor Presidente
09.112.685/0001-32;2023-12-31;6;136743;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Ivan Ribeiro Zarur;Diretor de Relações com Investidores
09.112.685/0001-32;2023-12-31;6;136743;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Thiago Meira Coelho Lemgruber Porto;Diretor Presidente
09.114.805/0001-30;2023-12-31;13;137832;OCEANPACT SERVIÇOS MARITIMOS S.A.;Flavio Nogueira Pinheiro de Andrade;Diretor Presidente
09.114.805/0001-30;2023-12-31;13;137832;OCEANPACT SERVIÇOS MARITIMOS S.A.;Eduardo de Toledo;Diretor de Relações com Investidores
09.116.278/0001-01;2023-12-31;1;127369;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;Luiz Cancelier;Diretor de Relações com Investidores
09.146.451/0001-06;2023-12-31;8;135850;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Emilio Rached Esper Kallas;Diretor Presidente
09.146.451/0001-06;2023-12-31;8;135850;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;Raphael Esper Kallas;Diretor Presidente/Relações com Investidores
09.149.503/0001-06;2023-12-31;2;137034;SERENA GERAÇÃO S.A.;Thiago Trindade Linhares;Diretor Presidente
09.149.503/0001-06;2023-12-31;2;137034;SERENA GERAÇÃO S.A.;Andrea Sztajn;Diretor de Relações com Investidores
09.229.201/0001-30;2023-12-31;7;135939;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Luis Carlos Martinez Romero;Diretor Presidente
09.229.201/0001-30;2023-12-31;7;135939;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;Maria Elsa Alba Bernhoeft;Diretor de Relações com Investidores
09.257.877/0001-37;2023-12-31;9;136086;FERROVIA NORTE SUL S/A;LEANDRO FULGENCIO VIEIRA;Diretor de Relações com Investidores
09.257.877/0001-37;2023-12-31;9;136086;FERROVIA NORTE SUL S/A;ALESSANDRO PENA DA GAMA;Diretor Presidente
09.267.996/0001-70;2023-12-31;9;137987;YUNY INCORPORADORA HOLDING S.A.;Marcelo Mariz de Oliveira Yunes;Diretor Presidente
09.267.996/0001-70;2023-12-31;9;137987;YUNY INCORPORADORA HOLDING S.A.;Filipe Guilherme Feliciano Soares;Diretor de Relações com Investidores
09.288.252/0001-32;2023-12-31;15;138415;ANIMA HOLDING S.A.;Marcelo Battistella Bueno;Diretor Presidente
09.288.252/0001-32;2023-12-31;15;138415;ANIMA HOLDING S.A.;Marina Oehling Gelman;Diretor de Relações com Investidores
09.295.063/0001-97;2023-12-31;3;137795;TECHNOS S.A.;Sr. Joaquim Pedro Andrés Ribeiro;Diretor Presidente
09.295.063/0001-97;2023-12-31;3;137795;TECHNOS S.A.;Sra. Daniela de Campos Pires Denne;Diretor de Relações com Investidores
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;John Peter Rodgerson;Diretor Presidente
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;Alexandre Wagner Malfitani;Diretor de Relações com Investidores
09.313.969/0001-97;2023-12-31;6;132775;AUTOPISTA LITORAL SUL;Simone Aparecida Borsato;Diretor de Relações com Investidores
09.313.969/0001-97;2023-12-31;6;132775;AUTOPISTA LITORAL SUL;André Giavina Bianchi;Diretor Presidente
09.324.949/0001-11;2023-12-31;2;131253;AUTOPISTA FLUMINENSE SA;Simone Aparecida Borsato;Diretor de Relações com Investidores
09.324.949/0001-11;2023-12-31;2;131253;AUTOPISTA FLUMINENSE SA;André Giavina Bianchi;Diretor Presidente
09.325.109/0001-73;2023-12-31;3;134111;AUTOPISTA PLANALTO SUL SA;Simone Aparecida Borsato;Diretor de Relações com Investidores
09.325.109/0001-73;2023-12-31;3;134111;AUTOPISTA PLANALTO SUL SA;André Giavina Bianchi;Diretor Presidente
09.326.342/0001-70;2023-12-31;3;131702;AUTOPISTA FERNÃO DIAS SA;Alisson de Almeida Freire;Diretor Presidente
09.326.342/0001-70;2023-12-31;3;131702;AUTOPISTA FERNÃO DIAS SA;Simone Aparecido Borsato;Diretor de Relações com Investidores
09.336.431/0001-06;2023-12-31;3;132777;AUTOPISTA REGIS BITTENCOURT SA;Simone Aparecida Borsato;Diretor de Relações com Investidores
09.336.431/0001-06;2023-12-31;3;132777;AUTOPISTA REGIS BITTENCOURT SA;André Giavina Bianchi;Diretor Presidente
09.346.601/0001-25;2023-12-31;17;137720;B3 S.A. - BRASIL, BOLSA, BALCÃO;Gilson Finkelsztain;Diretor Presidente
09.346.601/0001-25;2023-12-31;17;137720;B3 S.A. - BRASIL, BOLSA, BALCÃO;André Veiga Milanez;Diretor de Relações com Investidores
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;ALEXANDRE GUERRERO MARTINS;Diretor Presidente
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;RICARDO DE ALMEIDA WINANDY;Diretor de Relações com Investidores
09.359.927/0001-97;2023-12-31;3;135608;ASA BRANCA HOLDING S.A.;Alessandra Quagliuolo Marinheiro;Diretor Presidente/Relações com Investidores
09.391.823/0001-60;2023-12-31;11;135817;SANTO ANTONIO ENERGIA S.A.;Caio Pompeu de Souza Brasil Neto;Diretor Presidente/Relações com Investidores
09.414.761/0001-64;2023-12-31;1;127734;K-INFRA RODOVIA DO AÇO S.A.;Ismael Rosa;Diretor de Relações com Investidores
09.478.309/0001-66;2023-12-31;2;133187;BRASIL BIOFUELS S.A.;Milton Steagall;Diretor Presidente
09.478.309/0001-66;2023-12-31;2;133187;BRASIL BIOFUELS S.A.;Vitor Cuminato Filho;Diretor de Relações com Investidores
09.527.023/0001-23;2023-12-31;6;139422;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;Fabrício Resende Fonseca;Diretor Presidente
09.527.023/0001-23;2023-12-31;6;139422;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;Pedro Borges Petersen;Diretor de Relações com Investidores
09.538.973/0001-53;2023-12-31;3;136207;PDG COMPANHIA SECURITIZADORA;Augusto Alves dos Reis Neto;Diretor Presidente/Relações com Investidores
09.584.854/0001-37;2023-12-31;3;133661;MANAUS TRANSMISSORA DE ENERGIA S.A;Ricardo de Abreu Sampaio Cyrino;Diretor Presidente/Relações com Investidores
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Ednilson de Oliveira Almeida;Diretor Presidente
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Bruno Panissoli Capute;Diretor de Relações com Investidores
09.625.321/0001-56;2023-12-31;3;133665;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;Ricardo de Abreu Sampaio Cyrino;Diretor Presidente
09.625.321/0001-56;2023-12-31;3;133665;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;Claudine Furtado Anchite;Diretor de Relações com Investidores
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;Marcelo Giovanetti D'Arienzo;Diretor Presidente
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;Alexandre Magno da Cruz Oliveira Filho;Diretor de Relações com Investidores
10.139.870/0001-08;2023-12-31;4;135927;NEOGRID PARTICIPAÇÕES S.A.;Jean Carlo Klaumann;Diretor Presidente
10.139.870/0001-08;2023-12-31;4;135927;NEOGRID PARTICIPAÇÕES S.A.;Susana Russi Salaru;Diretor de Relações com Investidores
10.215.988/0001-60;2023-12-31;5;133774;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;Bruno Sebastian Lasansky;Diretor Presidente
10.215.988/0001-60;2023-12-31;5;133774;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;Rodrigo Tavares Gonçalves de Sousa;Diretor de Relações com Investidores
10.234.027/0001-00;2023-12-31;4;137080;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;Gabriel Mussi Moraes;Diretor Presidente
10.234.027/0001-00;2023-12-31;4;137080;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;Mauricio Perez Botelho;Diretor de Relações com Investidores
10.240.186/0001-00;2023-12-31;4;137081;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;Gabriel Mussi Moraes;Diretor Presidente
10.240.186/0001-00;2023-12-31;4;137081;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;Mauricio Perez Botelho;Diretor de Relações com Investidores
10.285.590/0001-08;2023-12-31;10;137695;GRUPO DE MODA SOMA S.A.;Gabriel Silva Lobo Leite;Diretor de Relações com Investidores
10.285.590/0001-08;2023-12-31;10;137695;GRUPO DE MODA SOMA S.A.;Roberto Luiz Jatahy Gonçalves;Diretor Presidente
10.319.900/0001-50;2023-12-31;2;135836;CICLUS AMBIENTAL RIO S/A;Adriana Vilela Montenegro Felipetto;Diretor Presidente
10.319.900/0001-50;2023-12-31;2;135836;CICLUS AMBIENTAL RIO S/A;Anselmo Tolentino Soares Junior;Diretor de Relações com Investidores
10.319.900/0001-50;2023-12-31;2;135836;CICLUS AMBIENTAL RIO S/A;Rodrigo Pinheiro Andrade;Diretor de Relações com Investidores
10.324.624/0001-18;2023-12-31;5;137863;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;Guilherme Walder Mora Ramalho;Diretor Presidente
10.324.624/0001-18;2023-12-31;5;137863;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;Herbert Adriano Quirino dos Santos;Diretor de Relações com Investidores
10.338.320/0001-00;2023-12-31;5;135815;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;Fabiano Uchoas Ribeiro;Diretor Presidente
10.338.320/0001-00;2023-12-31;5;135815;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;Renato de Almeida Rocha;Diretor de Relações com Investidores
10.452.416/0001-02;2023-12-31;5;133479;REAG INVESTIMENTOS S.A.;João Carlos Falbo Mansur;Diretor Presidente
10.452.416/0001-02;2023-12-31;5;133479;REAG INVESTIMENTOS S.A.;Leonardo de Souza Carvalho;Diretor de Relações com Investidores
10.488.244/0001-19;2023-12-31;2;136018;INFRASEC SECURITIZADORA S.A.;Ismail Cristiano de Souza Moutinho;Diretor de Relações com Investidores
10.488.244/0001-19;2023-12-31;2;136018;INFRASEC SECURITIZADORA S.A.;Ricardo Kassardjian;Diretor Presidente
10.502.676/0001-37;2023-12-31;1;127426;TERMELÉTRICA PERNAMBUCO III S.A.;Emiliano Furlan Stipanicic Spyer;Diretor de Relações com Investidores
10.502.676/0001-37;2023-12-31;1;127426;TERMELÉTRICA PERNAMBUCO III S.A.;Gabriel Freitas Moreira da Silva;Diretor Presidente
10.531.501/0001-58;2023-12-31;3;128332;CONC AUTO RAPOSO TAVARES S.A.;Gilson de Oliveira Carvalho;Diretor de Relações com Investidores
10.531.501/0001-58;2023-12-31;3;128332;CONC AUTO RAPOSO TAVARES S.A.;René Pinto da Silva;Diretor Presidente
10.571.175/0001-02;2023-12-31;10;136844;URBA DESENVOLVIMENTO URBANO S.A.;José Roberto Diniz Santos;Diretor de Relações com Investidores
10.571.175/0001-02;2023-12-31;10;136844;URBA DESENVOLVIMENTO URBANO S.A.;José Felipe Diniz;Diretor Presidente
10.629.105/0001-68;2023-12-31;19;136834;PRIO S.A.;Roberto Bernardes Monteiro;Diretor Presidente/Relações com Investidores
10.635.691/0001-53;2023-12-31;1;127914;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;Marcos Máximo de Novaes Mendonça;Diretor de Relações com Investidores
10.647.979/0001-48;2023-12-31;4;132792;CONC ROTA DAS BANDEIRAS S.A.;André de Paula Yusiasu;Diretor de Relações com Investidores
10.647.979/0001-48;2023-12-31;4;132792;CONC ROTA DAS BANDEIRAS S.A.;Douglas Longhi;Diretor Presidente
10.670.314/0001-55;2023-12-31;3;137648;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;José Pedro Guerreiro Bartolomeu;Diretor de Relações com Investidores
10.678.505/0001-63;2023-12-31;2;131701;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;Nuno Filipe Nogueira Alves Coelho;Diretor de Relações com Investidores
10.678.505/0001-63;2023-12-31;2;131701;CONC RODOVIAS DO TIETÊ S.A.- EM RECUPERAÇÃO JUDICIAL;Emerson Luiz Bittar;Diretor Presidente
10.739.356/0001-03;2023-12-31;8;133425;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;Ricardo Fleury Cavalcanti de Albuquerque Lacerda;Diretor Presidente
10.739.356/0001-03;2023-12-31;8;133425;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;Vinicius Carmona Cardoso;Diretor de Relações com Investidores
10.760.260/0001-19;2023-12-31;23;138038;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Fabio Martinelli Godinho;Diretor Presidente
10.760.260/0001-19;2023-12-31;23;138038;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;Felipe Pinto Gomes;Diretor de Relações com Investidores
10.807.374/0001-77;2023-12-31;4;131521;BOA SAFRA SEMENTES S.A.;Marino Stefani Colpo;Diretor Presidente
10.807.374/0001-77;2023-12-31;4;131521;BOA SAFRA SEMENTES S.A.;Felipe Pereira Marques;Diretor de Relações com Investidores
10.835.932/0001-08;2023-12-31;9;135992;CIA ENERGETICA DE PERNAMBUCO - CELPE;Saulo Cabral e Silva;Diretor Presidente
10.835.932/0001-08;2023-12-31;9;135992;CIA ENERGETICA DE PERNAMBUCO - CELPE;Renato de Almeida Rocha;Diretor de Relações com Investidores
10.841.050/0001-55;2023-12-31;5;135933;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;Ronald Dennis Marangon;Diretor de Relações com Investidores
10.841.050/0001-55;2023-12-31;5;135933;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;Rui Juarez Klein;Diretor Presidente
10.851.805/0001-00;2023-12-31;1;130805;FLEX GESTÃO DE RELACIONAMENTOS S.A.-EM RECUPERAÇÃO JUDICIAL;Marcio Santana Batista;Diretor Presidente/Relações com Investidores
11.257.352/0001-43;2023-12-31;2;128319;BSI CAPITAL SECURITIZADORA S.A.;RICARDO ELSON DO CARMO;Diretor Presidente/Relações com Investidores
11.274.829/0001-07;2023-12-31;2;130666;COMPANHIA PAULISTA DE SECURITIZAÇÃO;Max Freddy Frauendorf;Diretor de Relações com Investidores
11.274.829/0001-07;2023-12-31;2;130666;COMPANHIA PAULISTA DE SECURITIZAÇÃO;Jorge Luiz Avila da Silva;Diretor Presidente
11.284.204/0001-18;2023-12-31;7;135896;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;Abrão Muszkat;Diretor Presidente
11.284.204/0001-18;2023-12-31;7;135896;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;Bruno de Andrade Vasques;Diretor de Relações com Investidores
11.421.994/0001-36;2023-12-31;18;137737;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Milton Pilão Junior;Diretor Presidente
11.421.994/0001-36;2023-12-31;18;137737;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;Leonardo Roberto Pereira dos Santos;Diretor de Relações com Investidores
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;Pedro Rodrigues Galvão de Medeiros;Diretor de Relações com Investidores
11.669.021/0001-10;2023-12-31;14;135683;ENAUTA PARTICIPAÇÕES S.A.;Décio Fabrício Oddone da Costa;Diretor Presidente
11.716.471/0001-17;2023-12-31;1;128179;TRX SECURITIZADORA S.A.;Felipe Gabriel Machado Cargnin;Diretor Presidente
11.721.921/0001-60;2023-12-31;10;136541;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;Marcos Aurélio Couto;Diretor Presidente
11.721.921/0001-60;2023-12-31;10;136541;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;Guilherme Silveira Barrozo Netto;Diretor de Relações com Investidores
11.725.176/0001-27;2023-12-31;5;131125;BOA VISTA SERVIÇOS S.A.;Monica Freitas Guimarães Simão;Diretor de Relações com Investidores
11.725.176/0001-27;2023-12-31;5;131125;BOA VISTA SERVIÇOS S.A.;Márcio Henrique Bonomi Fabbris;Diretor Presidente
11.992.680/0001-93;2023-12-31;11;137624;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Maurício da Silva Lopes;Diretor Presidente
11.992.680/0001-93;2023-12-31;11;137624;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;Carlos de Almeida Vasques de Carvalho Neto;Diretor de Relações com Investidores
12.049.631/0001-84;2023-12-31;4;133256;MOURA DUBEUX ENGENHARIA S/A;Diego Paixão Nossa Villar;Diretor Presidente
12.049.631/0001-84;2023-12-31;4;133256;MOURA DUBEUX ENGENHARIA S/A;Diogo de Barral Araújo;Diretor de Relações com Investidores
12.091.809/0001-55;2023-12-31;26;137857;3R PETROLEUM ÓLEO E GÁS S.A.;Matheus Dias de Siqueira;Diretor Presidente
12.091.809/0001-55;2023-12-31;26;137857;3R PETROLEUM ÓLEO E GÁS S.A.;Rodrigo Pizarro Lavalle da Silva;Diretor de Relações com Investidores
12.104.241/0004-02;2023-12-31;16;137913;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;Bruno Lemos Ferrari;Diretor Presidente
12.104.241/0004-02;2023-12-31;16;137913;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;Cristiano Affonso Ferreira de Camargo;Diretor de Relações com Investidores
12.108.897/0001-50;2023-12-31;8;137392;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;Sammy Birmarcker;Diretor Presidente
12.108.897/0001-50;2023-12-31;8;137392;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;Rita Cristiane Ribeiro Carvalho;Diretor de Relações com Investidores
