CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Numero_Membros;Numero_Membros_Remunerados;Valor_Maior_Remuneracao;Valor_Menor_Remuneracao;Valor_Medio_Remuneracao;Observacao
30.540.991/0001-66;2023-12-31;4;136008;HAGA S.A. INDUSTRIA E COMERCIO;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;500734.00;285406.00;393070.00;
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;4.00;960000.00;360000.00;600000.00;O valor da menor remuneração foi apurado com a exclusão de membros dos órgãos que estiveram no exercício do cargo menos de 12 meses.          O número de membros foi calculado conforme orientações do Ofício Circular CVM/SEP/01/2021.
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;11.00;11.00;1824141.98;515355.29;1180356.32;O valor da menor remuneração foi apurado com a exclusão de membros dos órgãos que estiveram no exercício do cargo menos de 12 meses. O valor médio da remuneração individual não inclui valores pagos referentes à rescisão de membros da Diretoria Estatutária.O número de membros foi calculado conforme orientações do Ofício Circular CVM/SEP/01/2021.
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;O Banco não possuía Conselho Fiscal.
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;2.00;560000.00;135000.00;326000.00;O valor da média e da menor remuneração foram apurados sem a exclusão de membros dos órgãos, pois todos estiveram no exercício do cargo menos de 12 meses.O número de membros foi calculado conforme orientações do Ofício Circular/Anual-2022-CVM/SEP.
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;11.00;11.00;1073675.29;270000.00;439078.29;O valor da menor remuneração foi apurado com a exclusão de membros dos órgãos que estiveram no exercício do cargo menos de 12 meses. O valor médio da remuneração individual não inclui valores pagos referentes à rescisão de membros da Diretoria Estatutária.O número de membros foi calculado conforme orientações do Ofício Circular/Anual-2022-CVM/SEP.
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;O Banco não possuía Conselho Fiscal.
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;2020-01-01;2020-12-31;Conselho de Administração;0.00;0.00;0.00;0.00;0.00;O Banco não possuía Conselho de Administração.
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;17.00;12.00;436022.24;94112.57;258529.29;O valor da menor remuneração foi apurado com a exclusão de membros dos órgãos que estiveram no exercício do cargo menos de 12 meses.O valor médio da remuneração individual não inclui valores pagos referentes à rescisão de membros da Diretoria Estatutária.O número de membros foi calculado conforme orientações do Ofício Circular/Anual-2022-CVM/SEP.
30.723.886/0001-62;2023-12-31;3;128855;BANCO MODAL S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;O Banco não possuía Conselho Fiscal.
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;2.00;30000.00;30000.00;30000.00;N/A
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;104167.00;104167.00;104167.00;N/A
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.75;1.83;30000.00;30000.00;30000.00;
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;104167.00;104167.00;104167.00;
31.553.627/0001-01;2023-12-31;11;136766;MOBLY S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;0.00;0.00;0.00;0.00;
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;2949305.28;1031021.59;1549183.03;O membro com o valor da maior remuneração exerceu o cargo por 12 (doze) meses no exercício de 2022.
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.92;5.92;3009765.56;990302.68;1634418.68;Foram excluídos 2 membros para fins do "Valor da menor remuneração" tendo em vista que exerceram seus respectivos cargos por menos de 12 (doze) meses no exercício de 2021. O membro com o valor da maior remuneração exerceu o cargo por 12 (doze) meses no exercício de 2021.
31.748.174/0001-60;2023-12-31;10;135631;VERO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.75;5.75;2828490.34;257449.28;1907788.35;Foram excluídos 2 membros para fins do "Valor da menor remuneração" tendo em vista que exerceram seus respectivos cargos por menos de 12 (doze) meses no exercício de 2020. O membro com o valor da maior remuneração exerceu o cargo por 12 (doze) meses no exercício de 2020.
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;2.00;240000.00;240000.00;240000.00;N/A
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;10978000.00;7628000.00;8744666.67;N/A
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;N/A
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.50;0.00;0.00;0.00;0.00;N/A.
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;1300000.00;800000.00;1150000.00;N/A.
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;N/A
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;2.00;284000.00;268000.00;276000.00;N/A
32.021.201/0001-61;2023-12-31;12;134315;ORIGEM ENERGIA S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;N/A
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;8.00;1085176.55;468769.24;776972.90;
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.75;9.75;3410772.08;684500.26;2047636.17;
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;8.00;902505.10;397680.03;650092.57;
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;10.00;10.00;2555870.41;542685.76;1549278.09;
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2020-01-01;2020-12-31;Conselho de Administração;8.25;7.25;690357.82;283023.57;333374.55;
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;9.33;9.25;1408087.82;436954.47;957208.18;
32.681.371/0001-72;2023-12-31;3;134520;VIX LOGÍSTICA S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2022-01-01;2022-12-31;Conselho de Administração;12.50;12.50;150931.00;1072.00;13311.65;Foram excluídos dos cálculos de remuneração mínima os administradores que exerceram o cargo por menos de 12 meses. Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Permanência no cargo do membro com maior remuneração: 12 meses. 
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.67;4.67;15814.30;2186.60;6978.28;Foram excluídos dos cálculos de remuneração mínima os administradores que exerceram o cargo por menos de 12 meses. Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Permanência no cargo do membro com maior remuneração: 12 meses. 
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;163.50;163.50;163.50;Foram excluídos dos cálculos de remuneração mínima os administradores que exerceram o cargo por menos de 12 meses. Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Permanência no cargo do membro com maior remuneração: 12 meses. 
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2021-01-01;2021-12-31;Conselho de Administração;12.75;12.75;73415.20;752.20;6547.10;Foram excluídos dos cálculos de remuneração mínima, média, e máxima os administradores que exerceram o cargo por menos de 12 meses. Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Permanência no cargo do membro com maior remuneração: 12 meses. A maior remuneração considera o cargo combinado de Presidente Executivo do Conselho e Principal Executivo do Grupo, cuja estrutura e níveis de pagamento refletem normas específicas do mercado para o cargo
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;5.00;6715.10;1806.00;5173.00;Foram excluídos dos cálculos de remuneração mínima, média, e máxima os administradores que exerceram o cargo por menos de 12 meses. Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Permanência no cargo do membro com maior remuneração: 12meses. 
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2021-01-01;2021-12-31;Conselho Fiscal;1.00;1.00;39.10;39.10;39.10;Foram excluídos dos cálculos de remuneração mínima, média, e máxima os administradores que exerceram o cargo por menos de 12 meses. Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Permanência no cargo do membro com maior remuneração: 12meses. 
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2020-01-01;2020-12-31;Conselho de Administração;12.17;12.17;66170.80;1227.10;6404.60;Foram excluídos dos cálculos de remuneração mínima, média, e máxima os administradores que exerceram o cargo por menos de 12 meses. Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Permanência no cargo do membro com maior remuneração: 12 meses. A maior remuneração considera o cargo combinado de Presidente Executivo do Conselho e Principal Executivo do Grupo, cuja estrutura e níveis de pagamento refletem normas específicas do mercado para o cargo.
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.67;4.00;5694.20;1392.40;4478.30;Foram excluídos dos cálculos de remuneração mínima, média, e máxima os administradores que exerceram o cargo por menos de 12 meses. Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Permanência no cargo do membro com maior remuneração: 12 meses. 
32.785.497/0001-97;2023-12-31;12;137902;NATURA &CO HOLDING S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;3.00;93.80;93.80;93.80;Foram excluídos dos cálculos de remuneração mínima, média, e máxima os administradores que exerceram o cargo por menos de 12 meses. Maior valor contempla verbas relativas aos honorários, férias, 13º e retorno de férias.Permanência no cargo do membro com maior remuneração: 12 meses.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;2022-01-01;2022-12-31;Conselho de Administração;11.00;3.83;145364.64;145364.64;144539.50;Valores apurados e divulgados atendendo ao Ofício Circular/Anual-2023-CVM/SEP:- Nº membros: média anual do nº membros apurado mensalmente, com 2 casas decimais.- Nº membros remuner.: nº membros com remunerações reconhecidas no resultado do exercício. Valor apurado com a exclusão de membros do órgão.- V. maior remuner.: considera todas as remuner.reconhecidas no resultado, sem exclusão. O membro detentor da maior remuner.individual exerceu o cargo durante 12 meses do exercício social.- V. menor remuner.: excluídos os valores da remuner.de todos os membros que exerceram o cargo por menos de 12 meses. Valor apurado com a exclusão de membros do órgão.- V. médio da remuner.: valor total da remuner.anual do órgão (indicado no item 8.2) dividido pelo nº de membros remunerados. Valor total da remuner.considera todas as remuner. pagas, sem excluir as remuner.dos membros que exerceram o cargo por menos de 12 meses razão pela qual o V. médio está abaixo do V. da menor remuner.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;9.00;2295729.68;1691555.66;3073743.86;Valores apurados e divulgados atendendo ao Ofício Circular/Anual-2023-CVM/SEP:- Nº membros: corresponde à média anual do nº membros apurado mensalmente, com 2 casas decimais.- Nº membros remunerados: nº membros com remunerações reconhecidas no resultado do exercício.- Valor maior remuner.:  considera todas as remunerações reconhecidas no resultado, sem exclusão. O membro detentor da maior remuner.individual exerceu o cargo durante 12 meses do exercício social.- Valor menor remuner.: exclui a remuner.de membros que exerceram o cargo por menos de 12 meses.- Valor médio da remuner.: valor total da remuner.anual do órgão dividido pelo nº membros remunerados. O valor médio está superior ao valor da maior remuner.pois o valor total da remuner.inclui valores relativos ao pagamento de parcelas diferidas dos programas de remuner.variável e à cessação do cargo, ref.a membros e ex-membros da DE razão pela qual o Valor médio está acima do Valor da maior remuner. Ver item 8.20 p/ detalhes.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;2022-01-01;2022-12-31;Conselho Fiscal;5.00;5.00;145364.64;145364.64;145364.64;Valores apurados e divulgados atendendo ao Ofício Circular/Anual-2023-CVM/SEP:- Nº membros: média anual do no. de membros apurado mensalmente, com 2 casas decimais.- Nº membros remunerados: nº de membros com remunerações reconhecidas no resultado do exercício, e calculado conforme a explicação do "Nº de membros" acima.- Valor maior remuneração: considera todas as remunerações reconhecidas no resultado, sem exclusão. O membro detentor da maior remuneração individual exerceu o cargo durante 12 meses do exercício social.- Valor menor remuneração: exclui a remuneração de membros que exerceram o cargo por menos de 12 meses. O valor foi apurado com a exclusão de membros do órgão.- Valor médio da remuneração: valor total da remuneração anual do órgão dividido pelo nº de membros remunerados. O valor total da remuneração considera todas as remunerações pagas, sem excluir as remunerações dos membros que exerceram o cargo por menos de 12 meses.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;2021-01-01;2021-12-31;Conselho de Administração;10.58;4.50;174437.57;174437.57;170022.79;Valores apurados e divulgados atendendo ao Ofício Circular/Anual-2022-CVM/SEP:- Nº membros: média anual do nº membros apurado mensalmente, com 2 casas decimais.- Nº membros remunerados: nº membros com remunerações reconhecidas no resultado do exercício.- Valor maior remuner.: considera todas as remunerações reconhecidas no resultado, sem exclusão. O membro detentor da maior remuneração individual exerceu o cargo durante 12 meses do exercício social.- Valor menor remuner.: exclui a remuneração de membros que exerceram o cargo por menos de 12 meses. Valor apurado com a exclusão de membros do órgão.- Valor médio da remuner.: valor total da remuner.anual do órgão dividido pelo nº membros remunerados. O valor total da remuner.considera todas as remuner.pagas, sem excluir as remuner.dos membros que exerceram o cargo por menos de 12 meses razão pela qual o Valor médio está abaixo do Valor da menor remuner.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;2021-01-01;2021-12-31;Diretoria Estatutária;9.00;9.00;3079232.01;3034506.31;3939645.02;Valores apurados e divulgados atendendo ao Ofício Circular/Anual-2022-CVM/SEP:- Nº membros: corresponde à média anual do nº membros apurado mensalmente, com 2 casas decimais.- Nº membros remunerados: nº membros aos com remunerações reconhecidas no resultado do exercício.- Valor maior remuner.: considera todas as remunerações reconhecidas no resultado, sem exclusão. O membro detentor da maior remuneração individual exerceu o cargo durante 12 meses do exercício social.- Valor menor remuner.: exclui a remuner. de membros que exerceram o cargo por menos de 12 meses. Valor apurado com a exclusão de membros do órgão.- Valor médio da remuner.: valor total da remuner.anual do órgão dividido pelo nº membros remunerados. O valor médio está superior ao valor da maior remuner., pois o valor total da remuner.inclui valores relativos ao pagamento de parcelas diferidas dos programas de remuner.variável e à cessação do cargo, ref. a membros e ex-membros da DE.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;2021-01-01;2021-12-31;Conselho Fiscal;5.17;5.17;174437.57;174437.57;164402.72;Valores apurados e divulgados atendendo ao Ofício Circular/Anual-2022-CVM/SEP:- Nº membros: média anual do nº membros apurado mensalmente, com 2 casas decimais.- Nº membros remunerados: nº membros com remunerações reconhecidas no resultado do exercício.- Valor maior remuner.: considera todas as remunerações reconhecidas no resultado, sem exclusão. O membro detentor da maior remuneração individual exerceu o cargo durante 12 meses do exercício social.- Valor menor remuner.: exclui a remuneração de membros que exerceram o cargo por menos de 12 meses. O valor foi apurado com a exclusão de membros do órgão.- Valor médio da remuner.: valor total da remuner.anual do órgão dividido pelo nº membros remunerados. O valor total da remuner.considera todas as remuner.pagas, sem excluir as remuner.dos membros que exerceram o cargo por menos de 12 meses razão pela qual o Valor médio está abaixo do Valor da menor remuner.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;2020-01-01;2020-12-31;Conselho de Administração;10.00;4.42;174437.57;174437.57;177728.84;- O número de membros e número de membros remunerados foram apurados da forma especificada no Ofício Circular/Anual-2021- CVM/SEP.- Valor da menor remuneração: exclui os membros que exerceram o cargo por menos de 12 meses.- Valor da maior remuneração: considera todas as remunerações reconhecidas no resultado, sem exclusão. O membro detentor da maior remuneração individual exerceu o cargo durante 12 meses do exercício social.- Valor médio da remuneração: corresponde ao valor total da remuneração anual do órgão dividido pelo número de membros remunerados. O valor médio está superior ao valor da maior remuneração, pois inclui valores relativos à cessação do cargo referentes a ex-membros que saíram da Companhia.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;2020-01-01;2020-12-31;Diretoria Estatutária;9.00;9.00;2937733.28;2166779.72;2738492.19;- O número de membros e número de membros remunerados foram apurados da forma especificada no Ofício Circular/Anual-2021- CVM/SEP.- Valor da menor remuneração: exclui os membros que exerceram o cargo por menos de 12 meses.- Valor da maior remuneração: considera todas as remunerações reconhecidas no resultado, sem exclusão. O membro detentor da maior remuneração individual exerceu o cargo durante 12 meses do exercício social.- Valor médio da remuneração: corresponde ao valor total da remuneração anual do órgão dividido pelo número de membros remunerados. O valor total da remuneração considera todas as remunerações pagas, sem excluir as remunerações dos membros que exerceram o cargo por menos de 12 meses.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;2020-01-01;2020-12-31;Conselho Fiscal;5.00;5.00;174437.57;174437.57;172983.92;- O número de membros e número de membros remunerados foram apurados da forma especificada no Ofício Circular/Anual-2021- CVM/SEP.- Valor da menor remuneração: exclui os membros que exerceram o cargo por menos de 12 meses.- Valor da maior remuneração: considera todas as remunerações reconhecidas no resultado, sem exclusão. O membro detentor da maior remuneração individual exerceu o cargo durante 12 meses do exercício social.- Valor médio da remuneração: corresponde ao valor total da remuneração anual do órgão dividido pelo número de membros remunerados. O valor total da remuneração considera todas as remunerações pagas, sem excluir as remunerações dos membros que exerceram o cargo por menos de 12 meses razão pela qual o Valor médio está abaixo do Valor da menor remuneração.
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;3.00;3.00;96000.00;96000.00;96000.00;
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;1080000.00;480000.00;780000.00;
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;2.00;2.00;96000.00;96000.00;96000.00;
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;900000.00;480000.00;690000.00;
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Conselho de Administração;3.00;3.00;96000.00;96000.00;96000.00;
33.035.536/0001-00;2023-12-31;4;135887;JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;900000.00;480000.00;690000.00;
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;180000.00;36000.00;81600.00;-
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;890000.00;60000.00;567142.86;-
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2022-01-01;2022-12-31;Conselho Fiscal;6.00;6.00;72000.00;36000.00;46285.71;-
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;180000.00;36000.00;81600.00;
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;7.00;1020000.00;360000.00;749292.99;
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2021-01-01;2021-12-31;Conselho Fiscal;6.00;6.00;72000.00;36000.00;54000.00;
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2020-01-01;2020-12-31;Conselho de Administração;5.00;6.00;180000.00;36000.00;68000.00;
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;9.00;970000.00;720000.00;584426.52;
33.040.601/0001-87;2023-12-31;4;136154;MERCANTIL FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTI;2020-01-01;2020-12-31;Conselho Fiscal;5.00;8.00;69392.84;34696.45;31859.38;
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.08;5.08;1842972.12;978600.00;1151474.42;Os valores relativos à maior e menor remuneração referem-se a membros que atuaram os 12 meses na Companhia. A remuneração média foi calculada considerando todos os membros do órgão remunerados ao longo do exercício.
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;22967742.85;6448003.30;12080009.67;Os valores relativos à maior e menor remuneração referem-se a membros que atuaram os 12 meses na Companhia. A remuneração média foi calculada considerando todos os membros do órgão remunerados ao longo do exercício.
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;Os valores relativos à maior e menor remuneração referem-se a membros que atuaram os 12 meses na Companhia. A remuneração média foi calculada considerando todos os membros do órgão remunerados ao longo do exercício.
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;1806000.00;1061400.00;1328160.00;Os valores relativos a maior e menor remuneração referem-se a membros que atuaram os 12 meses na Companhia. A remuneração média foi calculada considerando todos os membros do órgão remunerados ao longo do exercício.
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;21397238.34;6514283.64;11417390.32;Os valores relativos a maior e menor remuneração referem-se a membros que atuaram os 12 meses na Companhia. A remuneração média foi calculada considerando todos os membros do órgão remunerados ao longo do exercício.
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;7.00;989402.40;608997.60;447923.16;Os valores relativos a maior e menor remuneração referem-se a membros que atuaram os 12 meses na Companhia. A remuneração média foi calculada considerando todos os membros do órgão remunerados ao longo do exercício.
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;22886483.57;7143083.98;12515695.41;Os valores relativos a maior e menor remuneração referem-se a membros que atuaram os 12 meses na Companhia. A remuneração média foi calculada considerando todos os membros do órgão remunerados ao longo do exercício
33.041.260/0652-90;2023-12-31;23;137451;GRUPO CASAS BAHIA S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;Nenhum membro permaneceu 12 meses durante o exercício de 2020. Portanto a maior e menor remuneração considera o valor pago individualmente a cada membro do Conselho Fiscal, considerando um período inferior a 12 meses. A remuneração média foi calculada considerando todos os membros do órgão remunerados ao longo do exercício.
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;2022-01-01;2022-12-31;Conselho de Administração;5.00;5.00;216000.00;17860.00;182977.00;
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;7.00;5680688.00;627699.00;1931352.00;
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;223907.00;223907.00;223907.00;
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;2021-01-01;2021-12-31;Conselho de Administração;5.00;5.00;216000.00;216000.00;216000.00;
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;5325645.00;588468.00;1742479.00;
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;2021-01-01;2021-12-31;Conselho Fiscal;3.00;3.00;214320.00;214320.00;214320.00;
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;2020-01-01;2020-12-31;Conselho de Administração;5.00;5.00;216000.00;216000.00;216000.00;
33.042.730/0001-04;2023-12-31;9;137659;CIA SIDERURGICA NACIONAL;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;5325645.00;588468.00;2246476.00;
