CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Total_Remuneracao;Orgao_Administracao;Numero_Membros;Total_Remuneracao_Orgao;Numero_Membros_Remunerados;Salario;Beneficios_Diretos_Indiretos;Participacoes_Comites;Outros_Valores_Fixos;Descricao_Outros_Remuneracoes_Fixas;Bonus;Participacao_Resultados;Participacao_Reunioes;Outros_Valores_Variaveis;Comissoes;Descricao_Outros_Remuneracoes_Variaveis;Pos_emprego;Cessacao_Cargo;Baseada_Acoes;Observacao
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2022-01-01;2022-12-31;87055998.00;Conselho de Administração;7.00;20632494.00;6.50;15931769.00;74803.00;1807695.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;2818227.00;O número estimado de membros total de cada órgão foi apurado nos termos do OFÍCIO CIRCULAR/ANUAL 2023-CVM/SEP e considera a média do número de membros de cada órgão apurados mensalmente.
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2022-01-01;2022-12-31;87055998.00;Diretoria Estatutária;8.00;65820207.00;8.00;18257247.00;838852.00;0.00;0.00;;0.00;5614252.00;0.00;0.00;0.00;;546732.00;0.00;40563124.00;O número estimado de membros total de cada órgão foi apurado nos termos do OFÍCIO CIRCULAR/ANUAL 2023-CVM/SEP e considera a média do número de membros de cada órgão apurados mensalmente.
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2022-01-01;2022-12-31;87055998.00;Conselho Fiscal;3.00;603297.00;3.00;603297.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número estimado de membros total de cada órgão foi apurado nos termos do OFÍCIO CIRCULAR/ANUAL 2023-CVM/SEP e considera a média do número de membros de cada órgão apurados mensalmente.
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2021-01-01;2021-12-31;77070333.00;Conselho de Administração;6.00;15509595.00;6.00;10973918.00;21468.00;1701000.00;0.00;;0.00;0.00;0.00;0.00;0.00;Os membros do Conselho de Administração não recebem remuneração variável, exceto o atual Presidente do CA devido a seu cargo anterior como Diretor-Presidente (CEO), quando era elegível para os programas de incentivo de longo prazo. Não há outras remunerações variáveis que não tenham sido descritas anteriormente.;0.00;0.00;2813209.00;O número estimado de membros total de cada órgão foi apurado nos termos do OFÍCIO CIRCULAR/ANUAL 2023-CVM/SEP e considera a média do número de membros de cada órgão apurados mensalmente.
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2021-01-01;2021-12-31;77070333.00;Diretoria Estatutária;8.33;61238346.00;8.33;17947024.00;229506.00;0.00;0.00;;0.00;11713727.00;0.00;0.00;0.00;;977298.00;0.00;30370791.00;O número estimado de membros total de cada órgão foi apurado nos termos do OFÍCIO CIRCULAR/ANUAL 2023-CVM/SEP e considera a média do número de membros de cada órgão apurados mensalmente.
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2021-01-01;2021-12-31;77070333.00;Conselho Fiscal;3.00;322392.00;3.00;322392.00;0.00;0.00;0.00;Os membros do Conselho Fiscal não recebem remuneração variável. Não há outras remunerações variáveis que não tenham sido descritas anteriormente.;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número estimado de membros total de cada órgão foi apurado nos termos do OFÍCIO CIRCULAR/ANUAL 2023-CVM/SEP e considera a média do número de membros de cada órgão apurados mensalmente.
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2020-01-01;2020-12-31;64230277.18;Conselho de Administração;5.67;12099375.00;5.67;7978750.00;0.00;1366562.50;2754062.50;As outras remunerações fixas referem-se a encargos sociais (INSS e FGTS).;0.00;0.00;0.00;0.00;0.00;Os membros do Conselho de Administração não recebem remuneração variável.;0.00;0.00;0.00;O número estimado de membros total de cada órgão foi apurado nos termos do OFÍCIO CIRCULAR/ANUAL 2023-CVM/SEP.
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2020-01-01;2020-12-31;64230277.18;Diretoria Estatutária;9.67;52130902.18;9.67;22959552.02;158400.43;0.00;7015309.40;As outras remunerações fixas referem-se a encargos sociais (INSS e FGTS).;0.00;12111286.64;0.00;0.00;0.00;Não há outras remunerações variáveis que não tenham sido descritas anteriormente.;1348937.99;0.00;8537415.70;O número estimado de membros total de cada órgão foi apurado nos termos do OFÍCIO CIRCULAR/ANUAL 2023-CVM/SEP.
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2020-01-01;2020-12-31;64230277.18;Conselho Fiscal;3.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número estimado de membros total de cada órgão foi apurado nos termos do OFÍCIO CIRCULAR/ANUAL 2023-CVM/SEP.
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2023-01-01;2023-12-31;110000000.00;Conselho de Administração;8.00;26436604.00;8.00;22530339.00;214874.00;2117007.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;1574384.00;O número estimado de membros total de cada órgão foi apurado nos termos do OFÍCIO CIRCULAR/ANUAL 2023-CVM/SEP e considera a média do número de membros de cada órgão apurados mensalmente.
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2023-01-01;2023-12-31;110000000.00;Diretoria Estatutária;8.00;82880365.00;8.00;21846314.00;856529.00;0.00;0.00;N/A;0.00;10791376.00;0.00;0.00;0.00;N/A;820505.00;0.00;48565641.00;O número estimado de membros total de cada órgão foi apurado nos termos do OFÍCIO CIRCULAR/ANUAL 2023-CVM/SEP e considera a média do número de membros de cada órgão apurados mensalmente.
16.670.085/0001-55;2023-12-31;16;137317;LOCALIZA RENT A CAR S.A.;2023-01-01;2023-12-31;110000000.00;Conselho Fiscal;3.00;683031.00;3.00;683031.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número estimado de membros total de cada órgão foi apurado nos termos do OFÍCIO CIRCULAR/ANUAL 2023-CVM/SEP e considera a média do número de membros de cada órgão apurados mensalmente.
16.676.520/0001-59;2023-12-31;9;137955;HOSPITAL MATER DEI S.A.;2022-01-01;2022-12-31;30851268.82;Conselho de Administração;10.00;4881031.72;9.00;4701031.72;0.00;180000.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício-Circular CVM/SEP nº 01/2023
16.676.520/0001-59;2023-12-31;9;137955;HOSPITAL MATER DEI S.A.;2022-01-01;2022-12-31;30851268.82;Diretoria Estatutária;9.00;25970237.10;9.00;16951495.48;0.00;0.00;0.00;;0.00;689510.77;0.00;0.00;0.00;;0.00;0.00;8329230.85;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício-Circular CVM/SEP nº 01/2023
16.676.520/0001-59;2023-12-31;9;137955;HOSPITAL MATER DEI S.A.;2022-01-01;2022-12-31;30851268.82;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;A Companhia não possuía Conselho Fiscal instalado em tal exercício
16.676.520/0001-59;2023-12-31;9;137955;HOSPITAL MATER DEI S.A.;2021-01-01;2021-12-31;19707110.70;Conselho de Administração;10.00;2631190.98;9.00;2631190.98;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício-Circular CVM/SEP nº 01/2023
16.676.520/0001-59;2023-12-31;9;137955;HOSPITAL MATER DEI S.A.;2021-01-01;2021-12-31;19707110.70;Diretoria Estatutária;8.00;17075919.72;8.00;10674545.55;0.00;0.00;0.00;;0.00;308485.50;0.00;0.00;0.00;;0.00;0.00;6092888.67;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício-Circular CVM/SEP nº 01/2023
16.676.520/0001-59;2023-12-31;9;137955;HOSPITAL MATER DEI S.A.;2021-01-01;2021-12-31;19707110.70;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;A Companhia não possuía Conselho Fiscal instalado em tal exercício
16.676.520/0001-59;2023-12-31;9;137955;HOSPITAL MATER DEI S.A.;2020-01-01;2020-12-31;16033530.92;Conselho de Administração;10.00;2556802.18;9.00;2556802.18;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício-Circular CVM/SEP nº 01/2023
16.676.520/0001-59;2023-12-31;9;137955;HOSPITAL MATER DEI S.A.;2020-01-01;2020-12-31;16033530.92;Diretoria Estatutária;8.00;13476728.74;8.00;13476728.74;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício-Circular CVM/SEP nº 01/2023
16.676.520/0001-59;2023-12-31;9;137955;HOSPITAL MATER DEI S.A.;2020-01-01;2020-12-31;16033530.92;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;A Companhia não possuía Conselho Fiscal instalado em tal exercício.
16.676.520/0001-59;2023-12-31;9;137955;HOSPITAL MATER DEI S.A.;2023-01-01;2023-12-31;35923969.50;Conselho de Administração;10.00;6823093.62;10.00;6583093.62;0.00;240000.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício-Circular CVM/SEP nº 01/2023
16.676.520/0001-59;2023-12-31;9;137955;HOSPITAL MATER DEI S.A.;2023-01-01;2023-12-31;35923969.50;Diretoria Estatutária;9.00;28475875.88;9.00;18646645.03;0.00;0.00;0.00;;0.00;1500000.00;0.00;0.00;0.00;;0.00;0.00;8329230.85;O número de membros do Conselho de Administração e da Diretoria Estatutária da Companhia foram calculados em linha com as disposições do Ofício-Circular CVM/SEP nº 01/2023
16.676.520/0001-59;2023-12-31;9;137955;HOSPITAL MATER DEI S.A.;2023-01-01;2023-12-31;35923969.50;Conselho Fiscal;3.00;625000.00;3.00;625000.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número de membros do Conselho Fiscal da Companhia foram calculados em linha com as disposições do Ofício-Circular CVM/SEP nº 01/2023
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;2022-01-01;2022-12-31;5599102.38;Conselho de Administração;7.00;1020000.00;4.00;960000.00;0.00;60000.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;Não inclui os encargos sociais devidos pelo empregador, conforme as orientações revisadas contidas no Ofício Circular/CVM/SEP/Nº 01/2021.;0.00;0.00;0.00;O número de membros total do Conselho de Administração corresponde à média anual do número de membros, apurado mensalmente, com duas casas decimais, conforme orientações contidas no Ofício Circular/CVM/SEP/Nº 01/2021.
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;2022-01-01;2022-12-31;5599102.38;Diretoria Estatutária;3.00;4579102.38;3.00;2652000.00;121312.38;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;1805790.00;O número de membros total do Conselho de Administração corresponde à média anual do número de membros, apurado mensalmente, com duas casas decimais, conforme orientações contidas no Ofício Circular/CVM/SEP/Nº 01/2021.
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;2022-01-01;2022-12-31;5599102.38;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;2021-01-01;2021-12-31;7549138.86;Conselho de Administração;6.50;895407.23;3.75;895407.23;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número de membros total do Conselho de Administração corresponde à média anual do número de membros, apurado mensalmente, com duas casas decimais, conforme orientações contidas no Ofício Circular/CVM/SEP/Nº 01/2021.
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;2021-01-01;2021-12-31;7549138.86;Diretoria Estatutária;3.00;6653731.63;3.00;2584000.00;120852.63;0.00;0.00;N/A;1872220.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;2076659.00;O número de membros total do Conselho de Administração corresponde à média anual do número de membros, apurado mensalmente, com duas casas decimais, conforme orientações contidas no Ofício Circular/CVM/SEP/Nº 01/2021.
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;2021-01-01;2021-12-31;7549138.86;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;2020-01-01;2020-12-31;6387929.75;Conselho de Administração;5.00;368834.33;3.00;342001.00;0.00;26833.33;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número de membros total do Conselho de Administração corresponde à média anual do número de membros, apurado mensalmente, com duas casas decimais, na forma do item 10.2.13 do OfícioCircular/CVM/SEP/nº02/2020.
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;2020-01-01;2020-12-31;6387929.75;Diretoria Estatutária;3.00;6019095.42;3.00;1957833.33;113896.08;0.00;0.00;N/A;0.00;0.00;0.00;3947366.01;0.00;Bônus pago em razão da efetivação de Oferta Pública Inicial, conforme descrito no item 8.2 (e) deste Formulário.;0.00;0.00;0.00;O número de membros total da Diretoria corresponde à média anual do número de membros, apurado mensalmente, com duas casas decimais, na forma do item 10.2.13 do OfícioCircular/CVM/SEP/nº02/20 20.
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;2020-01-01;2020-12-31;6387929.75;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;2023-01-01;2023-12-31;11042627.79;Conselho de Administração;7.00;1020000.00;4.00;960000.00;0.00;60000.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;O número de membros total do Conselho de Administração corresponde à média anual do número de membros, apurado mensalmente, com duas casas decimais, conforme orientações contidas no Ofício Circular/CVM/SEP/Nº 01/2021.
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;2023-01-01;2023-12-31;11042627.79;Diretoria Estatutária;3.00;10022627.79;3.00;2652000.00;146556.54;0.00;0.00;N/A;4334400.00;0.00;0.00;2383920.00;0.00;A linha "Outros" refere-se ao bônus atrelado às metas previstas para o exercício de 2021, que será pago no exercício de 2023.;0.00;0.00;505751.25;O número de membros total do Conselho de Administração corresponde à média anual do número de membros, apurado mensalmente, com duas casas decimais, conforme orientações contidas no Ofício Circular/CVM/SEP/Nº 01/2021.
16.811.931/0001-00;2023-12-31;14;135498;ALPHAVILLE S.A.;2023-01-01;2023-12-31;11042627.79;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;N/A
16.838.421/0001-26;2023-12-31;1;127690;XP INVESTIMENTOS S.A.;2022-01-01;2022-12-31;58406.72;Conselho de Administração;0.75;29318.72;0.50;29088.00;230.72;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número total de membros foi apurado conforme especificado no Ofício-Circular/Anual-2023-CVM/SEP.
16.838.421/0001-26;2023-12-31;1;127690;XP INVESTIMENTOS S.A.;2022-01-01;2022-12-31;58406.72;Diretoria Estatutária;3.75;29088.00;3.50;29088.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número total de membros foi apurado conforme especificado no Ofício-Circular/Anual-2023-CVM/SEP.
16.838.421/0001-26;2023-12-31;1;127690;XP INVESTIMENTOS S.A.;2022-01-01;2022-12-31;58406.72;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
16.838.421/0001-26;2023-12-31;1;127690;XP INVESTIMENTOS S.A.;2021-01-01;2021-12-31;39620.24;Conselho de Administração;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número total de membros foi apurado conforme especificado no Ofício-Circular/Anual-2023-CVM/SEP.
16.838.421/0001-26;2023-12-31;1;127690;XP INVESTIMENTOS S.A.;2021-01-01;2021-12-31;39620.24;Diretoria Estatutária;4.00;39620.24;4.00;39600.00;20.24;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número total de membros foi apurado conforme especificado no Ofício-Circular/Anual-2023-CVM/SEP.
16.838.421/0001-26;2023-12-31;1;127690;XP INVESTIMENTOS S.A.;2021-01-01;2021-12-31;39620.24;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
16.838.421/0001-26;2023-12-31;1;127690;XP INVESTIMENTOS S.A.;2020-01-01;2020-12-31;48070.00;Conselho de Administração;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número total de membros foi apurado conforme especificado no Ofício-Circular/Anual-2023-CVM/SEP.
16.838.421/0001-26;2023-12-31;1;127690;XP INVESTIMENTOS S.A.;2020-01-01;2020-12-31;48070.00;Diretoria Estatutária;4.00;48070.00;4.00;48070.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número total de membros foi apurado conforme especificado no Ofício-Circular/Anual-2023-CVM/SEP.
16.838.421/0001-26;2023-12-31;1;127690;XP INVESTIMENTOS S.A.;2020-01-01;2020-12-31;48070.00;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
16.838.421/0001-26;2023-12-31;1;127690;XP INVESTIMENTOS S.A.;2023-01-01;2023-12-31;51210.00;Conselho de Administração;3.00;20325.00;1.33;20325.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número total de membros foi apurado conforme especificado no Ofício-Circular/Anual-2023-CVM/SEP.
16.838.421/0001-26;2023-12-31;1;127690;XP INVESTIMENTOS S.A.;2023-01-01;2023-12-31;51210.00;Diretoria Estatutária;3.00;30885.00;2.00;30885.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;O número total de membros foi apurado conforme especificado no Ofício-Circular/Anual-2023-CVM/SEP.
16.922.038/0001-51;2023-12-31;8;137295;ENJOEI S.A.;2022-01-01;2022-12-31;26136634.04;Conselho de Administração;5.00;276000.00;4.00;240000.00;0.00;36000.00;0.00;;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Conforme disposto no Ofício-Circular/Anual-2023-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
16.922.038/0001-51;2023-12-31;8;137295;ENJOEI S.A.;2022-01-01;2022-12-31;26136634.04;Diretoria Estatutária;5.00;25860634.04;5.00;3922500.00;359697.60;0.00;0.00;;1085000.00;0.00;0.00;0.00;0.00;;0.00;0.00;20493436.44;Conforme disposto no Ofício-Circular/Anual-2023-CVM/SEP, o número de membros da Diretoria foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
16.922.038/0001-51;2023-12-31;8;137295;ENJOEI S.A.;2022-01-01;2022-12-31;26136634.04;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
16.922.038/0001-51;2023-12-31;8;137295;ENJOEI S.A.;2021-01-01;2021-12-31;51252470.08;Conselho de Administração;5.00;239833.34;4.00;207833.34;0.00;32000.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício-Circular/Anual-2023-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
16.922.038/0001-51;2023-12-31;8;137295;ENJOEI S.A.;2021-01-01;2021-12-31;51252470.08;Diretoria Estatutária;5.09;51012636.74;5.09;3934666.66;463575.00;0.00;0.00;;2786807.64;0.00;0.00;0.00;0.00;;0.00;0.00;43827587.44;Conforme disposto no Ofício-Circular/Anual-2023-CVM/SEP, o número de membros da Diretoria foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
16.922.038/0001-51;2023-12-31;8;137295;ENJOEI S.A.;2021-01-01;2021-12-31;51252470.08;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
16.922.038/0001-51;2023-12-31;8;137295;ENJOEI S.A.;2020-01-01;2020-12-31;16075577.41;Conselho de Administração;1.67;28500.00;1.00;22500.00;0.00;6000.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;Conforme disposto no Ofício-Circular/Anual-2023-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
16.922.038/0001-51;2023-12-31;8;137295;ENJOEI S.A.;2020-01-01;2020-12-31;16075577.41;Diretoria Estatutária;7.67;16047077.41;7.67;4109916.66;603532.10;0.00;0.00;;100000.00;0.00;0.00;0.00;0.00;;0.00;0.00;11233628.65;Conforme disposto no Ofício-Circular/Anual-2023-CVM/SEP, o número de membros da Diretoria foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
16.922.038/0001-51;2023-12-31;8;137295;ENJOEI S.A.;2020-01-01;2020-12-31;16075577.41;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
16.922.038/0001-51;2023-12-31;8;137295;ENJOEI S.A.;2023-01-01;2023-12-31;17825201.42;Conselho de Administração;5.00;276000.00;4.00;240000.00;0.00;36000.00;0.00;;0.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;0.00;Conforme disposto no Ofício-Circular/Anual-2023-CVM/SEP, o número de membros do Conselho de Administração foi apurado de acordo com a média anual do número de membros de referido órgão apurado mensalmente, com duas casas decimais.
16.922.038/0001-51;2023-12-31;8;137295;ENJOEI S.A.;2023-01-01;2023-12-31;17825201.42;Diretoria Estatutária;5.00;17549201.42;5.00;4914000.00;397595.43;0.00;0.00;;2268000.00;0.00;0.00;0.00;0.00;N/A;0.00;0.00;9969605.99;
16.922.038/0001-51;2023-12-31;8;137295;ENJOEI S.A.;2023-01-01;2023-12-31;17825201.42;Conselho Fiscal;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;
17.155.730/0001-64;2023-12-31;14;137237;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2021-01-01;2021-12-31;16173409.41;Conselho de Administração;8.00;2052987.28;8.00;1972385.62;32526.30;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;48075.36;0.00;0.00;1)-O número de Membros corresponde à média anual do número de membros do referido órgão, apurado mensalmente. Exceto os que exercem cargos de Diretores Executivos.2)-Composição dos benefícios direto e indireto: seguro de vida.3)-Conforme Ofício Circular CVM/SEP 2022, a remuneração não contempla os gastos referentes a encargos sociais.
17.155.730/0001-64;2023-12-31;14;137237;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2021-01-01;2021-12-31;16173409.41;Diretoria Estatutária;7.00;12597631.42;7.00;5797244.28;1471350.28;0.00;0.00;;3863714.00;0.00;0.00;0.00;0.00;;1465322.86;0.00;0.00;1)-O número de Membros corresponde à média anual do número de membros do referido órgão, apurado mensalmente.2)-Composição dos benefícios direto e indireto: plano saúde, plano odontológico, seguro de vida, vale refeição, gratificações e pagamentos relativos à Licença Remunerada + 1/3 da Licença.3)-Valor do Bônus considerou meta máxima, referente Bônus 2021 a ser pago em 2022.4)-Conforme Ofício Circular CVM/SEP 2022, a remuneração não contempla os gastos referentes a encargos sociais.
17.155.730/0001-64;2023-12-31;14;137237;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2021-01-01;2021-12-31;16173409.41;Conselho Fiscal;10.00;1522790.71;10.00;1482544.80;40245.91;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;1)-O número de Membros corresponde à média anual do número de membros do referido órgão, apurado mensalmente.2)-Composição dos benefícios direto e indireto: seguro de vida.3)-Conforme Ofício Circular CVM/SEP 2022, a remuneração não contempla os gastos referentes a encargos sociais.
17.155.730/0001-64;2023-12-31;14;137237;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2020-01-01;2020-12-31;15474946.29;Conselho de Administração;8.00;2006043.97;8.00;1535773.84;31262.04;0.00;0.00;-;0.00;0.00;383943.46;0.00;0.00;-;55064.63;0.00;0.00;1)O número de Membros corresponde à média anual do número de membros do referido órgão, apurado mensalmente, sendo remunerados por 80% parcela fixa mais 20% parcela proporcional à participação em reuniões. Exceto os que exercem cargos de Diretores Executivos.2)Composição dos benefícios direto e indireto: seguro de vida.3)Conforme Ofício Circular CVM/SEP nº 01/2021, a remuneração não contempla os gastos referentes a encargos sociais.
17.155.730/0001-64;2023-12-31;14;137237;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2020-01-01;2020-12-31;15474946.29;Diretoria Estatutária;7.00;12057673.19;7.00;5632866.67;1331945.19;0.00;0.00;-;3664000.00;0.00;0.00;0.00;0.00;-;1428861.33;0.00;0.00;1)O número de Membros corresponde à média anual do número de membros do referido órgão, apurado mensalmente.2)Composição dos benefícios direto e indireto: plano saúde, plano odontológico, seguro de vida, vale refeição, gratificações e pagamentos relativos à Licença Remunerada + 1/3 da Licença.3)Conforme Ofício Circular CVM/SEP nº 01/2021, a remuneração não contempla os gastos referentes a encargos sociais.4)Bônus considerado meta máxima, referente Bônus 2020 a ser pago em 2021.
17.155.730/0001-64;2023-12-31;14;137237;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2020-01-01;2020-12-31;15474946.29;Conselho Fiscal;9.00;1411229.13;9.00;1375472.15;35756.98;0.00;0.00;-;0.00;0.00;0.00;0.00;0.00;-;0.00;0.00;0.00;1)O número de Membros corresponde à média anual do número de membros do referido órgão, apurado mensalmente.2)Composição dos benefícios direto e indireto: seguro de vida.3)Conforme Ofício Circular CVM/SEP nº 01/2021, a remuneração não contempla os gastos referentes a encargos sociais.
