CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Local;Quantidade_Ate30Anos;Quantidade_30a50Anos;Quantidade_Acima50Anos
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;Norte;0;0;0
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;Sudeste;0;0;0
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;Sul;0;0;0
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Centro-Oeste;0;0;0
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Exterior;0;0;0
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Nordeste;0;0;0
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Norte;0;0;0
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Sudeste;334;694;287
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Sul;0;0;0
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Centro-Oeste;0;0;0
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Exterior;0;0;0
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Nordeste;3507;3290;106
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Norte;0;0;0
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Sudeste;0;0;0
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Sul;0;0;0
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Centro-Oeste;6;12;1
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Exterior;0;0;0
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Nordeste;6;9;2
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Norte;0;1;0
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Sudeste;371;767;42
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Sul;49;37;2
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Centro-Oeste;10;21;1
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Exterior;10;62;7
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Nordeste;4;15;0
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Norte;6;16;0
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Sudeste;157;725;77
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Sul;5;38;5
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Centro-Oeste;207;466;65
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Exterior;0;0;0
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Nordeste;247;723;59
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Norte;106;340;44
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Sudeste;135;507;66
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Sul;2213;4284;715
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Centro-Oeste;0;0;0
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Exterior;0;0;0
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Nordeste;1;0;0
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Norte;0;0;0
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Sudeste;115;173;10
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Sul;6;3;0
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Centro-Oeste;420;426;27
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Exterior;0;0;0
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Nordeste;15;7;1
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Norte;110;40;0
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Sudeste;235;409;41
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Sul;323;480;93
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Centro-Oeste;0;0;0
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Exterior;0;0;0
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Nordeste;0;0;0
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Norte;0;0;0
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Sudeste;2;1;9
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;Sul;0;0;0
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Centro-Oeste;0;0;0
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Exterior;0;0;0
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Nordeste;0;0;0
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Norte;0;0;0
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Sudeste;387;786;343
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Sul;0;0;0
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;Centro-Oeste;136;227;27
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;Exterior;0;0;0
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;Nordeste;207;451;36
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;Norte;81;149;9
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;Sudeste;1991;1939;235
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;Sul;147;283;42
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;Centro-Oeste;0;0;0
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;Exterior;0;0;0
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;Nordeste;0;0;0
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;Norte;0;0;0
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;Sudeste;17;38;3
21.389.501/0001-81;2023-12-31;10;136680;COMPASS GÁS E ENERGIA S.A.;Sul;0;0;0
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;Centro-Oeste;0;0;0
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;Exterior;0;0;0
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;Nordeste;0;0;0
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;Norte;0;0;0
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;Sudeste;0;6;0
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;Sul;0;0;0
21.976.510/0001-79;2023-12-31;1;128064;BTGI SAFIRA PARTICIPAÇÕES S/A;Centro-Oeste;0;0;0
21.976.510/0001-79;2023-12-31;1;128064;BTGI SAFIRA PARTICIPAÇÕES S/A;Exterior;0;0;0
21.976.510/0001-79;2023-12-31;1;128064;BTGI SAFIRA PARTICIPAÇÕES S/A;Nordeste;0;0;0
21.976.510/0001-79;2023-12-31;1;128064;BTGI SAFIRA PARTICIPAÇÕES S/A;Norte;0;0;0
21.976.510/0001-79;2023-12-31;1;128064;BTGI SAFIRA PARTICIPAÇÕES S/A;Sudeste;0;6;0
21.976.510/0001-79;2023-12-31;1;128064;BTGI SAFIRA PARTICIPAÇÕES S/A;Sul;0;0;0
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Centro-Oeste;0;0;0
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Exterior;0;0;0
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Nordeste;0;0;0
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Norte;0;0;0
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Sudeste;4;124;28
22.261.473/0001-85;2023-12-31;11;137116;COMPANHIA DE GÁS DE MINAS GERAIS - GASMIG;Sul;0;0;0
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;Centro-Oeste;76;114;16
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;Exterior;0;0;0
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;Nordeste;120;130;14
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;Norte;0;0;0
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;Sudeste;284;522;157
22.266.175/0001-88;2023-12-31;13;137810;FERTILIZANTES HERINGER S.A.;Sul;13;46;19
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Centro-Oeste;3;117;3
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Exterior;0;0;0
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Nordeste;0;0;0
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Norte;0;0;0
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Sudeste;0;6;0
22.543.331/0001-00;2023-12-31;9;136588;CAIXA SEGURIDADE PARTICIPAÇÕES S.A.;Sul;0;0;0
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;Centro-Oeste;0;0;0
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;Exterior;0;0;0
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;Nordeste;0;0;0
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;Norte;0;0;0
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;Sudeste;1;1;10
22.677.520/0001-76;2023-12-31;7;136799;CIA TECIDOS NORTE DE MINAS COTEMINAS;Sul;0;0;0
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;Centro-Oeste;0;0;0
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;Exterior;12347;17885;3198
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;Nordeste;0;0;0
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;Norte;0;0;0
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;Sudeste;0;0;0
23.041.875/0001-37;2023-12-31;5;135482;ALMACENES ÉXITO S.A.;Sul;0;0;0
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;Centro-Oeste;0;0;0
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;Exterior;0;0;0
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;Nordeste;0;0;0
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;Norte;0;0;0
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;Sudeste;296;571;142
23.236.821/0001-27;2023-12-31;5;135757;PATRIMAR ENGENHARIA S.A.;Sul;0;0;0
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Centro-Oeste;269;246;29
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Exterior;0;0;0
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Nordeste;17;34;8
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Norte;23;37;6
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Sudeste;592;1093;275
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;Sul;50;112;36
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Centro-Oeste;0;0;0
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Exterior;0;0;0
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Nordeste;493;664;34
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Norte;0;0;0
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Sudeste;478;335;20
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;Sul;0;0;0
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Centro-Oeste;0;0;0
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Exterior;0;0;0
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Nordeste;0;1;0
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Norte;0;0;0
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Sudeste;175;220;33
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;Sul;0;0;0
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Centro-Oeste;124;346;23
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Exterior;0;0;0
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Nordeste;454;1294;125
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Norte;232;824;142
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Sudeste;482;1685;289
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;Sul;94;212;24
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;Centro-Oeste;53;28;2
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;Exterior;1087;723;48
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;Nordeste;181;105;1
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;Norte;12;2;0
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;Sudeste;2949;2449;92
24.410.913/0001-44;2023-12-31;3;129753;NU HOLDINGS LTD.;Sul;145;169;3
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Centro-Oeste;296;259;6
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Exterior;0;0;0
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Nordeste;47;40;6
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Norte;14;7;1
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Sudeste;366;481;15
24.921.465/0001-43;2023-12-31;3;131996;BLUEFIT ACADEMIAS DE GINÁSTICA E PARTICIPAÇÕES S.A.;Sul;59;54;3
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;Centro-Oeste;359;850;52
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;Exterior;0;0;0
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;Nordeste;0;0;0
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;Norte;3;3;0
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;Sudeste;626;2476;353
24.962.466/0001-36;2023-12-31;6;135531;RUMO MALHA NORTE S.A.;Sul;755;2530;307
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;Centro-Oeste;0;0;0
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;Exterior;0;0;0
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;Nordeste;19518;15121;996
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;Norte;6286;4681;210
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;Sudeste;0;0;0
24.990.777/0001-09;2023-12-31;9;137712;GRUPO MATEUS S.A.;Sul;0;0;0
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;Centro-Oeste;0;0;0
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;Exterior;0;0;0
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;Nordeste;0;0;0
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;Norte;212;778;107
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;Sudeste;0;0;0
25.089.509/0001-83;2023-12-31;7;136127;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;Sul;0;0;0
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;Centro-Oeste;0;0;0
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;Exterior;0;0;0
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;Nordeste;0;0;0
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;Norte;0;0;0
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;Sudeste;1420;3320;455
25.249.439/0001-83;2023-12-31;5;134235;HOSPITAL CARE CALEDONIA S.A.;Sul;1037;1871;227
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;Centro-Oeste;3;0;0
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;Exterior;0;0;0
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;Nordeste;5;7;2
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;Norte;2;1;0
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;Sudeste;255;348;29
25.369.840/0001-57;2023-12-31;11;137379;COMERC ENERGIA S.A.;Sul;36;24;3
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Centro-Oeste;0;0;0
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Exterior;0;0;3046
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Nordeste;0;0;0
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Norte;0;0;0
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Sudeste;0;0;0
26.072.786/0001-46;2023-12-31;3;136118;QESTRA TECNOLOGIA ADMINISTRAÇÃO E PARTICIPAÇÕES S.A.;Sul;0;0;0
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;Centro-Oeste;5;6;0
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;Exterior;2;4;0
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;Nordeste;10;7;0
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;Norte;2;0;0
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;Sudeste;125;127;0
26.345.998/0001-50;2023-12-31;11;137722;TC S.A.;Sul;29;22;0
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Centro-Oeste;0;0;0
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Exterior;0;0;0
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Nordeste;0;0;0
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Norte;0;0;0
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Sudeste;78;142;60
26.462.693/0001-28;2023-12-31;4;136129;LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.;Sul;0;0;0
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;Centro-Oeste;130;109;1
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;Exterior;0;0;0
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;Nordeste;270;308;1
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;Norte;104;93;0
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;Sudeste;1615;1528;44
26.659.061/0001-59;2023-12-31;12;137861;MPM CORPÓREOS S.A.;Sul;374;285;5
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Centro-Oeste;63;74;10
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Exterior;0;0;0
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Nordeste;111;138;8
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Norte;38;18;0
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Sudeste;528;659;99
27.093.558/0001-15;2023-12-31;9;138941;MILLS LOCAÇÃO, SERVIÇOS E LOGÍSTICA S.A.;Sul;93;107;7
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;Centro-Oeste;0;0;0
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;Exterior;0;0;0
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;Nordeste;0;0;0
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;Norte;0;0;0
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;Sudeste;0;4;0
27.743.642/0001-37;2023-12-31;4;132766;CONSTRUTORA METROCASA S.A.;Sul;0;0;0
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;Centro-Oeste;0;0;0
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;Exterior;0;0;0
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;Nordeste;0;0;0
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;Norte;0;0;0
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;Sudeste;133;1368;572
28.127.603/0001-78;2023-12-31;15;136663;BANESTES S.A. - BCO EST ESPIRITO SANTO;Sul;0;0;0
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;Centro-Oeste;0;13;0
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;Exterior;0;0;0
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;Nordeste;2;7;0
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;Norte;0;0;0
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;Sudeste;222;663;89
28.195.667/0001-06;2023-12-31;16;137178;BCO ABC BRASIL S.A.;Sul;3;40;4
28.594.234/0001-23;2023-12-31;9;137267;AUREN ENERGIA S.A.;Centro-Oeste;0;0;0
