CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Diluicao_Potencial;Preco_Medio_Ponderado_Opcoes_Em_Aberto;Preco_Medio_Ponderado_Opcoes_Perdidas;Preco_Medio_Ponderado_Opcoes_Exercidas
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;16.83;16.83;0.000000;0.00;0.00;1825000.00
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2022-01-01;2022-12-31;Conselho de Administração;6.58;0.00;0.000000;0.00;0.00;0.00
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2022-01-01;2022-12-31;Diretoria Estatutária;4.50;0.00;0.000000;0.00;0.00;0.00
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2020-01-01;2020-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;6.00;0.630000;0.01;0.00;0.00
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;7.00;7.00;2.620000;0.01;0.00;0.00
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;5.00;0.900000;3.81;0.00;0.00
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;9.00;3.810000;3.57;5.63;0.00
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;5.00;1.180000;4.71;0.00;0.00
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;9.00;9.00;5.000000;4.23;4.45;0.00
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;7.00;0.330000;8.09;10.54;0.00
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;9.00;9.00;2.350000;7.87;2.34;0.00
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.33;0.00;0.000000;0.00;0.00;0.00
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.33;0.00;0.000000;0.00;0.00;0.00
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.92;0.00;0.000000;0.00;0.00;0.00
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;1.00;0.000000;2.91;0.00;0.00
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.83;2.00;0.800000;1.03;0.00;0.00
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;3.850000;1.03;0.00;0.00
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;2.00;0.080000;1.03;1.03;1.03
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.08;4.08;0.240000;1.03;1.03;1.03
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;1.00;0.040000;1.04;0.00;1.03
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.67;4.00;0.170000;1.04;0.00;1.03
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;1.00;0.040000;1.11;0.00;0.00
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;3.00;0.150000;1.11;0.00;0.00
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
18.572.225/0001-88;2023-12-31;1;127889;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;2022-01-01;2022-12-31;Conselho de Administração;4.00;4.00;0.000000;0.00;0.00;0.00
18.572.225/0001-88;2023-12-31;1;127889;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;1.00;0.000000;3.46;0.00;0.00
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0.000000;3.46;0.00;3.46
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;1.00;0.000000;3.31;0.00;3.32
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;0.200000;3.31;0.00;3.32
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;2022-01-01;2022-12-31;Conselho de Administração;4.00;4.00;0.000000;0.00;0.00;0.00
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;2022-01-01;2022-12-31;Conselho Fiscal;3.00;3.00;0.000000;0.00;0.00;0.00
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;0.000000;0.00;0.00;0.00
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;2.00;0.000000;0.00;0.00;0.00
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;1.00;0.000000;0.00;0.00;0.00
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0.000000;0.00;0.00;0.00
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.17;2.33;0.660000;13.79;0.00;0.00
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.92;3.92;3.450000;12.61;0.00;10.64
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;3.00;0.580000;13.79;0.00;10.64
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.08;3.08;3.010000;12.61;15.04;0.00
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.50;3.00;0.500000;17.32;16.74;0.00
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;1.210000;16.83;12.97;0.00
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;3.00;0.390000;18.54;0.00;0.00
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;3.00;1.050000;18.42;25.42;0.00
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;1.00;0.142410;0.00;0.00;0.00
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;32.750000;0.00;0.00;0.00
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;22.600000;0.00;0.00;0.00
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;2023-01-01;2023-12-31;Conselho de Administração;11.00;0.00;0.000000;0.00;0.00;0.00
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;2.50;1.100000;77.42;0.00;74.62
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.17;0.00;0.000000;0.00;0.00;0.00
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;3.00;1.400000;77.99;0.00;57.71
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0.000000;0.00;0.00;0.00
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;2.800000;66.95;0.00;40.38
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.00;0.00;0.000000;0.00;0.00;0.00
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;3.800000;1.58;0.00;0.00
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;0.00;0.000000;0.00;0.00;0.00
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.000000;494890.21;0.00;0.00
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Conselho de Administração;4.08;0.00;0.000000;0.00;0.00;0.00
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;1.58;1.58;0.000000;0.00;0.00;0.00
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;9.00;9.00;0.000000;364948.00;0.00;0.00
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;0.000000;1529828.00;0.00;0.00
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;9.00;9.00;0.430000;737901.00;0.00;0.00
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.25;5.25;2.330000;4063072.00;75855.00;0.00
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;9.00;0.430000;737901.00;0.00;0.00
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.83;3.83;2.330000;3987217.00;0.00;0.00
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0.000000;0.00;0.00;0.00
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;0.00;0.000000;0.00;0.00;0.00
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0.000000;0.00;0.00;0.00
21.254.073/0001-80;2023-12-31;2;136116;COMPANHIA ITAUNENSE ENERGIA E PARTICIPAÇÕES;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;2022-01-01;2022-12-31;Conselho de Administração;9.00;9.00;0.000000;0.00;0.00;0.00
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;2023-01-01;2023-12-31;Conselho de Administração;9.00;9.00;0.000000;0.00;0.00;0.00
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;2023-01-01;2023-12-31;Diretoria Estatutária;5.00;5.00;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;2022-01-01;2022-12-31;Diretoria Estatutária;5.75;5.75;0.130000;489048.00;0.00;489048.00
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;2021-01-01;2021-12-31;Conselho Fiscal;2.00;0.00;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;2021-01-01;2021-12-31;Diretoria Estatutária;4.42;4.42;0.190000;702619.00;0.00;213571.00
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;2020-01-01;2020-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;2020-01-01;2020-12-31;Conselho Fiscal;1.00;0.00;0.000000;0.00;0.00;0.00
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;6.00;0.230000;816385.00;0.00;113766.00
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0.000000;0.00;0.00;0.00
21.948.105/0001-47;2023-12-31;1;128063;BTGI QUARTZO PARTICIPAÇÕES S/A;2023-01-01;2023-12-31;Conselho de Administração;3.00;3.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;1.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;2.00;0.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;1.00;0.000000;17060.00;0.00;17060.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;4.67;0.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;1.00;0.000000;32110.00;0.00;15050.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
23.373.000/0001-32;2023-12-31;18;136159;VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;6.25;1.00;0.000000;48809.00;0.00;16699.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;9.00;0.00;0.000000;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;0.00;0.000000;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Conselho de Administração;4.00;0.00;0.000000;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;0.00;0.000000;0.00;0.00;0.00
23.438.929/0001-00;2023-12-31;6;133243;TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;0.00;0.000000;0.00;0.00;0.00
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;6.00;2.840000;7.85;0.00;0.00
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.08;5.08;2.840000;7.58;0.00;0.00
24.230.275/0001-80;2023-12-31;2;136596;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.83;5.83;2.800000;0.00;7.36;0.00
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;2.00;0.118000;3.49;0.00;0.00
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;4.00;0.394000;3.25;0.00;0.00
24.396.489/0001-20;2023-12-31;10;136914;BRK AMBIENTAL PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;5.00;5.00;0.485000;3.03;0.00;0.00
