CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Orgao_Administracao;Quantidade_Feminino;Quantidade_Masculino;Quantidade_Nao_Binario;Quantidade_Outros;Quantidade_Sem_Resposta;Nao_Aplicavel
17.167.396/0001-69;2023-12-31;13;136162;ALFA HOLDINGS S.A.;Conselho de Administração - Suplentes;0;3;0;0;0;N
17.167.396/0001-69;2023-12-31;13;136162;ALFA HOLDINGS S.A.;Conselho Fiscal - Efetivos;0;4;0;0;0;N
17.167.396/0001-69;2023-12-31;13;136162;ALFA HOLDINGS S.A.;Conselho Fiscal - Suplentes;0;4;0;0;0;N
17.167.396/0001-69;2023-12-31;13;136162;ALFA HOLDINGS S.A.;Diretoria;0;3;0;0;0;N
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Conselho de Administração - Efetivos;0;3;0;0;0;N
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Conselho de Administração - Suplentes;0;3;0;0;0;N
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Conselho Fiscal - Efetivos;0;4;0;0;0;N
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Conselho Fiscal - Suplentes;0;4;0;0;0;N
17.167.412/0001-13;2023-12-31;14;135013;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;Diretoria;0;5;0;0;0;N
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;Conselho de Administração - Efetivos;1;8;0;0;0;N
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;Conselho Fiscal - Efetivos;0;5;0;0;0;N
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;Conselho Fiscal - Suplentes;0;5;0;0;0;N
17.184.037/0001-10;2023-12-31;9;136152;BCO MERCANTIL DO BRASIL S.A.;Diretoria;2;9;0;0;1;N
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;N
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Conselho de Administração - Suplentes;0;3;0;0;0;N
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Conselho Fiscal - Efetivos;0;4;0;0;0;N
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Conselho Fiscal - Suplentes;0;4;0;0;0;N
17.193.806/0001-46;2023-12-31;10;134826;CONSORCIO ALFA DE ADMINISTRACAO S.A.;Diretoria;0;3;0;0;0;N
17.234.244/0001-31;2023-12-31;1;127689;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;Conselho de Administração - Efetivos;0;4;0;0;0;N
17.234.244/0001-31;2023-12-31;1;127689;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;Conselho de Administração - Suplentes;0;4;0;0;0;N
17.234.244/0001-31;2023-12-31;1;127689;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
17.234.244/0001-31;2023-12-31;1;127689;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
17.234.244/0001-31;2023-12-31;1;127689;FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.;Diretoria;0;2;0;0;0;N
17.245.234/0001-00;2023-12-31;5;133727;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Conselho de Administração - Efetivos;0;7;0;0;0;N
17.245.234/0001-00;2023-12-31;5;133727;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Conselho de Administração - Suplentes;0;0;0;0;0;S
17.245.234/0001-00;2023-12-31;5;133727;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Conselho Fiscal - Efetivos;0;0;0;0;0;S
17.245.234/0001-00;2023-12-31;5;133727;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Conselho Fiscal - Suplentes;0;0;0;0;0;S
17.245.234/0001-00;2023-12-31;5;133727;CIA FIACAO TECIDOS CEDRO CACHOEIRA;Diretoria;0;3;0;0;0;N
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração - Efetivos;0;6;0;0;0;N
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho de Administração - Suplentes;0;0;0;0;0;S
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal - Efetivos;1;4;0;0;0;N
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Conselho Fiscal - Suplentes;0;4;0;0;0;N
17.281.106/0001-03;2023-12-31;23;136672;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;Diretoria;1;4;0;0;0;N
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Conselho de Administração - Efetivos;1;6;0;0;0;N
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
17.314.329/0001-20;2023-12-31;12;135495;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;Diretoria;1;6;0;0;0;N
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;1;6;0;0;0;N
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;1;2;0;0;0;N
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;N
17.344.597/0001-94;2023-12-31;16;137130;BB SEGURIDADE PARTICIPAÇÕES S.A.;Diretoria;0;4;0;0;0;N
17.359.233/0001-88;2023-12-31;3;136043;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Conselho de Administração - Efetivos;0;4;0;0;0;N
17.359.233/0001-88;2023-12-31;3;136043;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
17.359.233/0001-88;2023-12-31;3;136043;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
17.359.233/0001-88;2023-12-31;3;136043;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
17.359.233/0001-88;2023-12-31;3;136043;TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.;Diretoria;0;5;0;0;0;N
17.943.792/0001-30;2023-12-31;1;127632;FULWOOD S.A.;Conselho de Administração - Efetivos;2;5;0;0;0;N
17.943.792/0001-30;2023-12-31;1;127632;FULWOOD S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
17.943.792/0001-30;2023-12-31;1;127632;FULWOOD S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
17.943.792/0001-30;2023-12-31;1;127632;FULWOOD S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
17.943.792/0001-30;2023-12-31;1;127632;FULWOOD S.A.;Diretoria;0;3;0;0;0;N
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;Conselho de Administração - Efetivos;0;6;0;0;0;N
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
18.174.270/0001-84;2023-12-31;5;137310;DOTZ S.A.;Diretoria;1;2;0;0;0;N
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;1;4;0;0;2;N
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;1;2;0;0;0;N
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;2;1;0;0;0;N
18.328.118/0001-09;2023-12-31;8;136960;PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.;Diretoria;1;3;0;0;0;N
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Conselho de Administração - Efetivos;0;4;0;0;0;N
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
18.483.666/0001-03;2023-12-31;5;133334;HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.;Diretoria;0;2;0;0;0;N
18.494.485/0001-82;2023-12-31;3;133285;PORTO SUDESTE V.M. S.A.;Conselho de Administração - Efetivos;1;3;0;0;0;N
18.494.485/0001-82;2023-12-31;3;133285;PORTO SUDESTE V.M. S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
18.494.485/0001-82;2023-12-31;3;133285;PORTO SUDESTE V.M. S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
18.494.485/0001-82;2023-12-31;3;133285;PORTO SUDESTE V.M. S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
18.494.485/0001-82;2023-12-31;3;133285;PORTO SUDESTE V.M. S.A.;Diretoria;0;3;0;0;0;N
18.572.225/0001-88;2023-12-31;1;127889;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;Conselho de Administração - Efetivos;0;4;0;0;0;N
18.572.225/0001-88;2023-12-31;1;127889;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;Conselho de Administração - Suplentes;0;0;0;0;0;S
18.572.225/0001-88;2023-12-31;1;127889;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;Conselho Fiscal - Efetivos;0;0;0;0;0;S
18.572.225/0001-88;2023-12-31;1;127889;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;Conselho Fiscal - Suplentes;0;0;0;0;0;S
18.572.225/0001-88;2023-12-31;1;127889;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL;Diretoria;0;4;0;0;0;N
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;Conselho de Administração - Efetivos;1;4;0;0;0;N
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
18.593.815/0001-97;2023-12-31;13;137702;PRINER SERVIÇOS INDUSTRIAIS S.A.;Diretoria;0;4;0;0;0;N
18.903.785/0001-78;2023-12-31;5;136179;HOLDING DO ARAGUAIA S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;N
18.903.785/0001-78;2023-12-31;5;136179;HOLDING DO ARAGUAIA S.A.;Conselho de Administração - Suplentes;0;1;0;0;0;N
18.903.785/0001-78;2023-12-31;5;136179;HOLDING DO ARAGUAIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
18.903.785/0001-78;2023-12-31;5;136179;HOLDING DO ARAGUAIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
18.903.785/0001-78;2023-12-31;5;136179;HOLDING DO ARAGUAIA S.A.;Diretoria;0;2;0;0;0;N
19.014.221/0001-47;2023-12-31;6;136189;CHINA THREE GORGES BRASIL ENERGIA S.A.;Conselho de Administração - Efetivos;1;2;0;0;0;N
19.014.221/0001-47;2023-12-31;6;136189;CHINA THREE GORGES BRASIL ENERGIA S.A.;Conselho de Administração - Suplentes;0;2;0;0;0;N
19.014.221/0001-47;2023-12-31;6;136189;CHINA THREE GORGES BRASIL ENERGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
19.014.221/0001-47;2023-12-31;6;136189;CHINA THREE GORGES BRASIL ENERGIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
19.014.221/0001-47;2023-12-31;6;136189;CHINA THREE GORGES BRASIL ENERGIA S.A.;Diretoria;0;5;0;0;0;N
19.208.022/0001-70;2023-12-31;7;133336;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;N
19.208.022/0001-70;2023-12-31;7;133336;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
19.208.022/0001-70;2023-12-31;7;133336;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
19.208.022/0001-70;2023-12-31;7;133336;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
19.208.022/0001-70;2023-12-31;7;133336;ECO050 CONCESSIONÁRIA DE RODOVIAS S.A.;Diretoria;0;2;0;0;0;N
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;Conselho de Administração - Efetivos;1;2;0;0;0;N
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
19.378.769/0001-76;2023-12-31;3;128238;INSTITUTO HERMES PARDINI S.A.;Diretoria;0;2;0;0;0;N
19.403.252/0001-90;2023-12-31;9;137277;EMCCAMP RESIDENCIAL S.A.;Conselho de Administração - Efetivos;2;5;0;0;0;N
19.403.252/0001-90;2023-12-31;9;137277;EMCCAMP RESIDENCIAL S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
19.403.252/0001-90;2023-12-31;9;137277;EMCCAMP RESIDENCIAL S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
19.403.252/0001-90;2023-12-31;9;137277;EMCCAMP RESIDENCIAL S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
19.403.252/0001-90;2023-12-31;9;137277;EMCCAMP RESIDENCIAL S.A.;Diretoria;0;8;0;0;0;N
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;Conselho de Administração - Efetivos;0;5;0;0;0;N
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
19.521.322/0001-04;2023-12-31;4;136508;CONCESSIONÁRIA ROTA DO OESTE S.A.;Diretoria;0;2;0;0;0;N
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Conselho de Administração - Efetivos;1;3;0;0;0;N
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Conselho de Administração - Suplentes;0;4;0;0;0;N
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Conselho Fiscal - Efetivos;0;3;0;0;0;N
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Conselho Fiscal - Suplentes;0;3;0;0;0;N
19.526.748/0001-50;2023-12-31;2;136495;CIA INDUSTRIAL CATAGUASES;Diretoria;0;3;0;0;0;N
19.527.586/0001-75;2023-12-31;4;131209;COMPANHIA ENERGÉTICA SINOP S/A;Conselho de Administração - Efetivos;0;4;0;0;0;N
19.527.586/0001-75;2023-12-31;4;131209;COMPANHIA ENERGÉTICA SINOP S/A;Conselho de Administração - Suplentes;1;3;0;0;0;N
19.527.586/0001-75;2023-12-31;4;131209;COMPANHIA ENERGÉTICA SINOP S/A;Conselho Fiscal - Efetivos;0;3;0;0;0;N
19.527.586/0001-75;2023-12-31;4;131209;COMPANHIA ENERGÉTICA SINOP S/A;Conselho Fiscal - Suplentes;1;2;0;0;0;N
19.527.586/0001-75;2023-12-31;4;131209;COMPANHIA ENERGÉTICA SINOP S/A;Diretoria;1;1;0;0;0;N
19.527.639/0001-58;2023-12-31;4;137071;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Conselho de Administração - Efetivos;0;2;0;0;0;N
19.527.639/0001-58;2023-12-31;4;137071;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Conselho de Administração - Suplentes;0;2;0;0;0;N
19.527.639/0001-58;2023-12-31;4;137071;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Conselho Fiscal - Efetivos;0;0;0;0;0;S
19.527.639/0001-58;2023-12-31;4;137071;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Conselho Fiscal - Suplentes;0;0;0;0;0;S
19.527.639/0001-58;2023-12-31;4;137071;ENERGISA MINAS RIO - DISTRIBUIDORA DE ENERGIA S/A;Diretoria;1;6;0;0;0;N
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;N
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
19.642.306/0001-70;2023-12-31;3;135881;CONCESSIONÁRIA DE RODOVIA SUL-MATOGROSSENSE S.A.;Diretoria;0;3;0;0;0;N
19.726.048/0001-00;2023-12-31;3;137421;CONCESSIONÁRIA BR-040 S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;N
19.726.048/0001-00;2023-12-31;3;137421;CONCESSIONÁRIA BR-040 S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
19.726.048/0001-00;2023-12-31;3;137421;CONCESSIONÁRIA BR-040 S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
19.726.048/0001-00;2023-12-31;3;137421;CONCESSIONÁRIA BR-040 S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
19.726.048/0001-00;2023-12-31;3;137421;CONCESSIONÁRIA BR-040 S.A.;Diretoria;0;2;0;0;0;N
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;1;6;0;0;0;N
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
19.796.586/0001-70;2023-12-31;4;135488;BRISANET PARTICIPAÇÕES S.A.;Diretoria;1;4;0;0;0;N
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Conselho de Administração - Efetivos;1;4;0;0;0;N
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
20.247.322/0001-47;2023-12-31;10;135659;ALLIED TECNOLOGIA S.A.;Diretoria;0;3;0;0;0;N
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Conselho de Administração - Efetivos;0;3;0;0;0;N
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Conselho de Administração - Suplentes;0;2;0;0;0;N
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Conselho Fiscal - Efetivos;0;3;0;0;0;N
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Conselho Fiscal - Suplentes;0;3;0;0;0;N
20.258.278/0001-70;2023-12-31;5;136542;OUROFINO S.A.;Diretoria;2;5;0;0;0;N
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Conselho de Administração - Efetivos;3;8;0;0;0;N
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
20.512.706/0001-40;2023-12-31;14;136109;VITRU BRASIL EMPREENDIMENTOS, PARTICIPAÇÕES E COMÉRCIO S.A.;Diretoria;1;2;0;0;0;N
20.514.555/0001-69;2023-12-31;3;131338;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;Conselho de Administração - Efetivos;1;5;0;0;0;N
20.514.555/0001-69;2023-12-31;3;131338;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;Conselho de Administração - Suplentes;0;6;0;0;0;N
20.514.555/0001-69;2023-12-31;3;131338;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
20.514.555/0001-69;2023-12-31;3;131338;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
20.514.555/0001-69;2023-12-31;3;131338;ARGO VI TRANSMISSÃO DE ENERGIA S.A.;Diretoria;1;2;0;0;0;N
20.514.590/0001-88;2023-12-31;3;131337;ARGO V TRANSMISSÃO DE ENERGIA S.A.;Conselho de Administração - Efetivos;1;5;0;0;0;N
20.514.590/0001-88;2023-12-31;3;131337;ARGO V TRANSMISSÃO DE ENERGIA S.A.;Conselho de Administração - Suplentes;0;6;0;0;0;N
20.514.590/0001-88;2023-12-31;3;131337;ARGO V TRANSMISSÃO DE ENERGIA S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
20.514.590/0001-88;2023-12-31;3;131337;ARGO V TRANSMISSÃO DE ENERGIA S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
20.514.590/0001-88;2023-12-31;3;131337;ARGO V TRANSMISSÃO DE ENERGIA S.A.;Diretoria;1;2;0;0;0;N
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Conselho de Administração - Efetivos;1;4;0;0;0;N
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
21.110.778/0001-23;2023-12-31;6;134532;OLIVEIRA TRUST S.A.;Diretoria;0;5;0;0;0;N
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Conselho de Administração - Efetivos;1;5;0;0;0;N
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Conselho de Administração - Suplentes;0;0;0;0;0;S
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Conselho Fiscal - Efetivos;0;0;0;0;0;S
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Conselho Fiscal - Suplentes;0;0;0;0;0;S
21.240.146/0001-84;2023-12-31;16;136597;AGROGALAXY PARTICIPAÇÕES S.A.;Diretoria;1;5;0;0;0;N
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Conselho de Administração - Efetivos;5;4;0;0;0;N
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Conselho de Administração - Suplentes;0;0;0;0;0;S
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Conselho Fiscal - Efetivos;0;3;0;0;0;N
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Conselho Fiscal - Suplentes;1;2;0;0;0;N
21.255.567/0001-89;2023-12-31;6;136752;CIA TECIDOS SANTANENSE;Diretoria;0;4;0;0;0;N
21.314.559/0001-66;2023-12-31;20;137252;MOVIDA PARTICIPACOES SA;Conselho de Administração - Efetivos;0;5;0;0;0;N
