CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Orgao_Administracao;Quantidade_Total_Membros;Quantidade_Membros_Remunerados;Quantidade_Acoes;Preco_Medio_Ponderado_Aquisicao;Preco_Medio_Ponderado_Mercado;Valor_Diferenca_Aquisicao_Mercado
08.078.847/0001-09;2023-12-31;8;137144;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;6.00;0;0.00;0.00;0.00
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;6.00;0;0.00;0.00;0.00
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;6.00;0;0.00;0.00;0.00
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.00;5.00;0;0.00;0.00;0.00
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
08.159.965/0001-33;2023-12-31;9;134562;IGUA SANEAMENTO S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;5.00;5.00;0;0.00;0.00;0.00
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2020-01-01;2020-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;8.00;0.00;0;0.00;0.00;0.00
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.58;0.00;0;0.00;0.00;0.00
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.92;0.00;0;0.00;0.00;0.00
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;7.00;0.00;0;0.00;0.00;0.00
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2023-01-01;2023-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;8.25;0.00;0;0.00;0.00;0.00
08.343.492/0001-20;2023-12-31;19;137479;MRV ENGENHARIA E PARTICIPACOES S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
08.424.178/0001-71;2023-12-31;1;127296;TECBLU TECELAGEM BLUMENAU S.A.;2022-01-01;2022-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Conselho Fiscal;4.42;0.00;0;0.00;0.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho Fiscal;5.00;0.00;0;0.00;0.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;5.83;0.00;0;0.00;0.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho Fiscal;5.00;0.00;0;0.00;0.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.42;0.00;0;0.00;0.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;6.75;0.00;0;0.00;0.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho Fiscal;5.00;0.00;0;0.00;0.00;0.00
08.534.605/0001-74;2023-12-31;10;136613;RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
08.560.444/0001-93;2023-12-31;6;135934;CIA CELG DE PARTICIPACOES - CELGPAR;2022-01-01;2022-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
08.560.444/0001-93;2023-12-31;6;135934;CIA CELG DE PARTICIPACOES - CELGPAR;2022-01-01;2022-12-31;Conselho Fiscal;7.00;0.00;0;0.00;0.00;0.00
08.560.444/0001-93;2023-12-31;6;135934;CIA CELG DE PARTICIPACOES - CELGPAR;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;2023-01-01;2023-12-31;Conselho de Administração;9.00;0.00;0;0.00;0.00;0.00
08.773.135/0001-00;2023-12-31;12;136052;2W ECOBANK S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;13.00;11.00;0;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
08.801.621/0001-86;2023-12-31;9;135971;SYN PROP & TECH S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.67;6.67;86898;0.00;16.82;-1461624.36
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;439574;0.00;15.86;-6971643.64
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho de Administração;8.33;1.00;7135;0.00;29.92;-213479.20
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;333172;0.00;28.50;-9495402.00
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2021-01-01;2021-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2020-01-01;2020-12-31;Conselho de Administração;9.00;7.00;139441;0.00;27.52;-3837416.32
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;181275;0.00;28.02;-5079325.50
08.807.432/0001-10;2023-12-31;18;137953;YDUQS PARTICIPACOES S.A.;2020-01-01;2020-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
08.811.643/0001-27;2023-12-31;6;137607;TRISUL S.A.;2022-01-01;2022-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
08.811.643/0001-27;2023-12-31;6;137607;TRISUL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;0.00;0;0.00;0.00;0.00
09.041.168/0001-10;2023-12-31;9;136085;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;2020-01-01;2020-12-31;Diretoria Estatutária;3.00;3.00;45000;4.04;32.02;-1259100.00
09.041.168/0001-10;2023-12-31;9;136085;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;2021-01-01;2021-12-31;Diretoria Estatutária;3.00;3.00;0;0.00;0.00;0.00
09.041.168/0001-10;2023-12-31;9;136085;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;15349;22.36;22.80;-6753.56
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;2023-01-01;2023-12-31;Conselho de Administração;6.00;4.00;0;0.00;0.00;0.00
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;2023-01-01;2023-12-31;Conselho Fiscal;3.00;3.00;0;0.00;0.00;0.00
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;0;0.00;0.00;0.00
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.30;3.30;0;0.00;0.00;0.00
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;3.00;392500;13.75;17.20;-1354125.00
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;3.00;0;0.00;0.00;0.00
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;2020-01-01;2020-12-31;Conselho de Administração;1.25;0.00;0;0.00;0.00;0.00
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
09.042.817/0001-05;2023-12-31;17;138088;BEMOBI MOBILE TECH S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;2.25;2.25;0;0.00;0.00;0.00
09.053.134/0001-45;2023-12-31;5;133317;ELFA MEDICAMENTOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;3.00;29243;9.99;0.00;292137.57
09.053.134/0001-45;2023-12-31;5;133317;ELFA MEDICAMENTOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;66247;9.99;0.00;661807.53
09.053.134/0001-45;2023-12-31;5;133317;ELFA MEDICAMENTOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;6.00;2.00;0;0.00;0.00;0.00
09.053.134/0001-45;2023-12-31;5;133317;ELFA MEDICAMENTOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;7.00;7.00;0;0.00;0.00;0.00
09.053.134/0001-45;2023-12-31;5;133317;ELFA MEDICAMENTOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;7.00;7.00;0;0.00;0.00;0.00
09.053.134/0001-45;2023-12-31;5;133317;ELFA MEDICAMENTOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;6.00;0;0.00;0.00;0.00
09.112.685/0001-32;2023-12-31;6;136743;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
09.112.685/0001-32;2023-12-31;6;136743;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2023-01-01;2023-12-31;Conselho de Administração;5.00;5.00;0;0.00;0.00;0.00
09.112.685/0001-32;2023-12-31;6;136743;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Conselho de Administração;4.33;4.33;0;0.00;0.00;0.00
09.112.685/0001-32;2023-12-31;6;136743;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
09.112.685/0001-32;2023-12-31;6;136743;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Conselho de Administração;4.25;2.96;0;0.00;0.00;0.00
09.112.685/0001-32;2023-12-31;6;136743;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
09.112.685/0001-32;2023-12-31;6;136743;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Conselho de Administração;3.00;2.00;0;0.00;0.00;0.00
09.112.685/0001-32;2023-12-31;6;136743;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;Diretoria Estatutária;2.00;2.00;0;0.00;0.00;0.00
09.114.805/0001-30;2023-12-31;13;137832;OCEANPACT SERVIÇOS MARITIMOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.67;5.67;250853;2.38;2.03;87798.55
09.114.805/0001-30;2023-12-31;13;137832;OCEANPACT SERVIÇOS MARITIMOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;9.00;9.00;964200;2.82;2.29;511026.00
09.114.805/0001-30;2023-12-31;13;137832;OCEANPACT SERVIÇOS MARITIMOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
09.114.805/0001-30;2023-12-31;13;137832;OCEANPACT SERVIÇOS MARITIMOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;9.00;0.00;0;0.00;0.00;0.00
09.114.805/0001-30;2023-12-31;13;137832;OCEANPACT SERVIÇOS MARITIMOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;3.20;0.00;0;0.00;0.00;0.00
09.288.252/0001-32;2023-12-31;15;138415;ANIMA HOLDING S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.92;0.00;0;0.00;0.00;0.00
09.288.252/0001-32;2023-12-31;15;138415;ANIMA HOLDING S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
09.288.252/0001-32;2023-12-31;15;138415;ANIMA HOLDING S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.00;3.00;406972;5.97;7.48;-614527.72
09.295.063/0001-97;2023-12-31;3;137795;TECHNOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;2.00;1.00;850000;0.00;2.16;-1836000.00
09.295.063/0001-97;2023-12-31;3;137795;TECHNOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
09.295.063/0001-97;2023-12-31;3;137795;TECHNOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;2.00;1.00;850000;0.00;2.10;-1785000.00
09.295.063/0001-97;2023-12-31;3;137795;TECHNOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;2020-01-01;2020-12-31;Conselho de Administração;11.00;10.25;0;0.00;0.00;0.00
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;4.00;68259;21.39;39.30;-1222518.69
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;2021-01-01;2021-12-31;Conselho de Administração;11.00;10.75;0;0.00;0.00;0.00
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;4.00;145486;42.67;23.86;2736591.66
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;2022-01-01;2022-12-31;Conselho de Administração;11.00;11.00;49684;42.67;11.01;1572995.44
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;4.00;4.00;6414277;21.98;11.01;70364618.69
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;2023-01-01;2023-12-31;Conselho de Administração;11.25;11.25;12420;19.32;16.01;41110.20
09.305.994/0001-29;2023-12-31;14;137785;AZUL S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;4.00;4.00;180443;19.32;16.01;597266.33
09.325.109/0001-73;2023-12-31;3;134111;AUTOPISTA PLANALTO SUL SA;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
09.325.109/0001-73;2023-12-31;3;134111;AUTOPISTA PLANALTO SUL SA;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
09.325.109/0001-73;2023-12-31;3;134111;AUTOPISTA PLANALTO SUL SA;2023-01-01;2023-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
09.325.109/0001-73;2023-12-31;3;134111;AUTOPISTA PLANALTO SUL SA;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
09.346.601/0001-25;2023-12-31;17;137720;B3 S.A. - BRASIL, BOLSA, BALCÃO;2022-01-01;2022-12-31;Conselho de Administração;10.58;10.58;0;0.00;0.00;0.00
09.346.601/0001-25;2023-12-31;17;137720;B3 S.A. - BRASIL, BOLSA, BALCÃO;2022-01-01;2022-12-31;Diretoria Estatutária;10.00;10.00;1887026;12.48;11.98;943513.00
09.346.601/0001-25;2023-12-31;17;137720;B3 S.A. - BRASIL, BOLSA, BALCÃO;2021-01-01;2021-12-31;Conselho de Administração;11.00;11.00;922284;8.65;17.27;-7950088.08
09.346.601/0001-25;2023-12-31;17;137720;B3 S.A. - BRASIL, BOLSA, BALCÃO;2021-01-01;2021-12-31;Diretoria Estatutária;8.25;8.25;5571288;7.68;19.67;-66799743.12
09.346.601/0001-25;2023-12-31;17;137720;B3 S.A. - BRASIL, BOLSA, BALCÃO;2020-01-01;2020-12-31;Conselho de Administração;11.00;11.00;0;0.00;0.00;0.00
09.346.601/0001-25;2023-12-31;17;137720;B3 S.A. - BRASIL, BOLSA, BALCÃO;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;6.00;1901140;20.36;42.65;-42376410.60
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;2022-01-01;2022-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;2022-01-01;2022-12-31;Conselho Fiscal;3.00;0.00;0;0.00;0.00;0.00
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
09.347.516/0001-81;2023-12-31;12;136820;ELETROMIDIA S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;4.00;0.00;0;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;3.00;0.00;0;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;3.00;0.00;0;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2022-01-01;2022-12-31;Diretoria Estatutária;5.30;0.00;0;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;5.00;0.00;0;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2020-01-01;2020-12-31;Conselho Fiscal;0.00;0.00;0;0.00;0.00;0.00
09.611.768/0001-76;2023-12-31;4;138011;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;6.10;0.00;0;0.00;0.00;0.00
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;2023-01-01;2023-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;2023-01-01;2023-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;2021-01-01;2021-12-31;Conselho de Administração;7.00;0.00;0;0.00;0.00;0.00
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;2021-01-01;2021-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;2020-01-01;2020-12-31;Conselho de Administração;6.00;0.00;0;0.00;0.00;0.00
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;2020-01-01;2020-12-31;Diretoria Estatutária;6.00;0.00;0;0.00;0.00;0.00
09.813.204/0001-16;2023-12-31;2;134424;W2W E-COMMERCE DE VINHOS S.A.;2022-01-01;2022-12-31;Conselho de Administração;8.00;0.00;0;0.00;0.00;0.00
